timestamp,final_equity,total_return,max_drawdown,calmar_proxy,bars,trade_count,turnover,commission_paid,gross_profit,gross_loss,profit_factor,avg_trade,median_trade,profit_per_trade,profit_per_bar,sharpe_proxy,sortino_proxy,skewness,kurtosis,hit_rate,avg_win,avg_loss,max_win_streak,max_loss_streak,exposure_total,exposure_long,exposure_short,avg_hold_bars,max_hold_bars,kind,symbol,param,value,th_long,th_short,per_trade_risk,calmar,win_rate,trades_est
2025-11-14T04:40:53+03:00,997195.4966120492,-0.0028045033879507963,-0.014840656480804904,-0.1889743483772552,57910,11190.0,3856391.6472564135,2313.8349883538613,1926793.7191347561,-1929598.222522707,0.9985465868722224,-0.2506258613003418,0.8119758298866916,-0.2506258613003398,-0.048428654601119024,-0.0001050435219993119,-4.634425588712995e-05,0.28659710948423567,154.1442249088225,0.5028596961572833,342.4193565194164,-346.8628837898089,11.0,9.0,0.7389915385943706,0.18875841823519254,0.550233120359178,51.25149700598802,386.0,backtest,SBER,per_trade_risk,0.0015,0.63,0.42,,,,
2025-11-14T04:40:53+03:00,994390.9932240983,-0.005609006775901704,-0.029679661402742585,-0.18898486407204756,57910,11190.0,7712783.294512828,4627.6699767077225,3853587.4382695127,-3859196.4450454144,0.9985465868722224,-0.5012517226006882,1.6239516597742194,-0.501251722600684,-0.09685730920223888,-0.00010504352199931281,-4.634425588713035e-05,0.2865971094842352,154.1442249088225,0.5028596961572833,684.8387130388329,-693.7257675796179,11.0,9.0,0.7389915385943706,0.18875841823519254,0.550233120359178,51.25149700598802,386.0,backtest,SBER,per_trade_risk,0.003,0.63,0.42,,,,
2025-11-14T04:40:53+03:00,998130.3310746994,-0.001869668925300605,-0.009893954507359637,-0.18897084314566517,57910,11190.0,2570927.764837613,1542.5566589025673,1284529.1460898374,-1286398.8150151381,0.9985465868722223,-0.16708390753356198,0.5413172199244933,-0.16708390753356248,-0.03228576973407985,-0.00010504352199931353,-4.634425588713067e-05,0.28659710948423567,154.1442249088225,0.5028596961572833,228.27957101294427,-231.2419225265393,11.0,9.0,0.7389915385943706,0.18875841823519254,0.550233120359178,51.25149700598802,386.0,backtest,SBER,per_trade_risk,0.001,0.63,0.42,,,,
2025-11-14T04:40:53+03:00,996260.6621493988,-0.00373933785060121,-0.019787174947709985,-0.1889778536088585,57910,11190.0,5141855.529675228,3085.113317805134,2569058.292179675,-2572797.6300302763,0.9985465868722223,-0.3341678150671264,1.0826344398489867,-0.33416781506712423,-0.06457153946815956,-0.0001050435219993133,-4.6344255887130565e-05,0.28659710948423606,154.1442249088225,0.5028596961572833,456.55914202588855,-462.4838450530786,11.0,9.0,0.7389915385943706,0.18875841823519254,0.550233120359178,51.25149700598802,386.0,backtest,SBER,per_trade_risk,0.002,0.63,0.42,,,,
2025-11-14T04:40:53+03:00,999972.3541497744,-2.7645850225632707e-05,-0.0015852795204723824,-0.01743910135002235,57906,518.0,92750.37536399452,55.65022521839666,46361.35635557191,-46389.002205797515,0.9994040430078026,-0.05337036723089053,0.09169397062876186,-0.05337036723088729,-0.0004774263500431668,-1.4208566391904445e-05,-1.3541532033227361e-06,0.42046157698315567,921.0708187259672,0.5,179.00137589023902,-179.10811662470084,6.0,6.0,0.7343107795392533,0.007840292888474425,0.7264704866507788,50.80167264038232,407.0,backtest,GAZP,per_trade_risk,0.001,0.69,0.4,,,,
2025-11-14T04:40:53+03:00,999958.5312246616,-4.146877533839355e-05,-0.002377919280708629,-0.017439101349998598,57906,518.0,139125.5630459916,83.47533782759501,69542.03453335786,-69583.50330869626,0.9994040430078026,-0.08005555084632075,0.137540955943254,-0.08005555084632257,-0.0007161395250646753,-1.4208566391902958e-05,-1.3541532033225947e-06,0.42046157698316206,921.0708187259665,0.5,268.5020638353585,-268.6621749370512,6.0,6.0,0.7343107795392533,0.007840292888474425,0.7264704866507788,50.80167264038232,407.0,backtest,GAZP,per_trade_risk,0.0015,0.69,0.4,,,,
2025-11-14T04:40:53+03:00,999944.7082995488,-5.529170045115439e-05,-0.003170559040944765,-0.017439101349987333,57906,518.0,185500.75072798898,111.30045043679338,92722.71271114382,-92778.00441159501,0.9994040430078027,-0.10674073446177491,0.18338794125752372,-0.1067407344617658,-0.0009548527000862551,-1.4208566391903275e-05,-1.3541532033226247e-06,0.42046157698315906,921.0708187259663,0.5,358.00275178047804,-358.2162332494016,6.0,6.0,0.7343107795392533,0.007840292888474425,0.7264704866507788,50.80167264038232,407.0,backtest,GAZP,per_trade_risk,0.002,0.69,0.4,,,,
2025-11-14T04:40:53+03:00,999917.0624493232,-8.29375506767871e-05,-0.004755838561417147,-0.017439101349999004,57906,518.0,278251.1260919832,166.95067565519005,139084.06906671572,-139167.00661739253,0.9994040430078026,-0.1601111016926415,0.275081911886508,-0.16011110169265536,-0.0014322790501294419,-1.4208566391903864e-05,-1.3541532033226809e-06,0.42046157698316355,921.0708187259664,0.5,537.004127670717,-537.3243498741024,6.0,6.0,0.7343107795392533,0.007840292888474425,0.7264704866507788,50.80167264038232,407.0,backtest,GAZP,per_trade_risk,0.003,0.69,0.4,,,,
2025-11-14T04:40:53+03:00,999939.2255462448,-6.077445375518575e-05,-0.00038320041772477165,-0.15859704463797364,57910,12604.0,105699.75450061099,63.419852700366654,52819.489229808096,-52880.263683563346,0.9988507157581716,-0.004821838603240133,-0.05028618518461418,-0.00482183860324018,-0.0010494638880200178,-9.117190320677296e-05,-4.248470484580451e-05,-0.7926088339044866,147.5344948757222,0.49293874960330053,8.501446842074376,-8.274176761627812,15.0,12.0,0.7438784320497324,0.2131410809877396,0.5307373510619927,54.46017699115044,551.0,backtest,LKOH,per_trade_risk,0.001,0.52,0.46,,,,
2025-11-14T04:40:53+03:00,999908.8383193671,-9.116168063283414e-05,-0.000574800626587102,-0.15859704463808552,57910,12604.0,158549.63175091668,95.12977905054953,79229.23384471214,-79320.39552534501,0.9988507157581717,-0.007232757904860249,-0.07542927777690314,-0.007232757904860179,-0.0015741958320300068,-9.117190320677182e-05,-4.2484704845803964e-05,-0.7926088339044877,147.53449487572237,0.49293874960330053,12.752170263111564,-12.411265142441717,15.0,12.0,0.7438784320497324,0.2131410809877396,0.5307373510619927,54.46017699115044,551.0,backtest,LKOH,per_trade_risk,0.0015,0.52,0.46,,,,
