strategy,symbol,trend_thr,min_gap_bars,risk_per_trade,sl_atr_mult,total_return,max_drawdown,profit_factor,win_rate,avg_trade,trade_count
trend,GMKN,2.0,25,0.0015,2.5,-0.0003455693853943176,-0.0010307706711599751,0.9837157965278397,0.485952395984595,-0.021817626453332822,1066
trend,YNDX,2.0,25,0.002,1.5,9.301815739437558e-06,-5.4540596400642904e-05,1.0045976338744713,0.48542619894933065,0.0007881558837062207,792
trend,GAZP,2.0,25,0.002,1.5,-0.0011943534255067778,-0.002196024601648361,0.9653265367991531,0.48251698754246886,-0.08453803974424584,953
trend,ROSN,2.0,25,0.002,1.5,0.00063153227842494,-0.0004104680383856252,1.0432323630322542,0.4901781635449977,0.04121466282222678,1033
trend,SBER,2.0,25,0.002,1.5,0.0023194160477053583,-0.0007441467824456094,1.0703506822251112,0.49266916140114103,0.14228673380194398,1009
trend,LKOH,2.0,25,0.002,1.5,-5.2761088255359745e-05,-6.413074718658596e-05,0.9560454498959429,0.48662131519274376,-0.003418275883076835,1043
trend,GMKN,2.0,25,0.002,1.5,-0.0007682071445866967,-0.002289453162138022,0.9837086765495132,0.485952395984595,-0.04850098772565828,1066
trend,YNDX,2.0,25,0.002,2.0,6.976696704352747e-06,-4.090569379522346e-05,1.0045978814231613,0.48542619894933065,0.0005911452893063639,792
trend,GAZP,2.0,25,0.002,2.0,-0.0008958149005523497,-0.00164741024056958,0.9653275624548683,0.48251698754246886,-0.06340705694736272,953
trend,ROSN,2.0,25,0.002,2.0,0.00047362844035858664,-0.000307862619953192,1.0432351195799743,0.4901781635449977,0.030909641738478717,1033
trend,SBER,2.0,25,0.002,2.0,0.0017392191577834115,-0.0005581533177859699,1.0703635102862805,0.49266916140114103,0.10669401618204263,1009
trend,LKOH,2.0,25,0.002,2.0,-3.9570958238366316e-05,-4.809840589214964e-05,0.9560456964207525,0.48662131519274376,-0.0025637161152160023,1043
trend,GMKN,2.0,25,0.002,2.0,-0.0005760615811420955,-0.0017174813049680715,0.9837119123629355,0.485952395984595,-0.036369820136505235,1066
trend,YNDX,2.0,25,0.002,2.5,5.5815181148055615e-06,-3.272467335446727e-05,1.00459802995355,0.48542619894933065,0.00047292985213483906,792
trend,GAZP,2.0,25,0.002,2.5,-0.0007166758303391862,-0.001318116289854121,0.9653281782103009,0.48251698754246886,-0.05072733793454394,953
trend,ROSN,2.0,25,0.002,2.5,0.00037889278302216667,-0.00024629565981870716,1.0432367735861559,0.4901781635449977,0.02472706278288599,1033
trend,SBER,2.0,25,0.002,2.5,0.0013912107547071617,-0.0004465434066663887,1.070371208332586,0.49266916140114103,0.08534511715276574,1009
trend,LKOH,2.0,25,0.002,2.5,-3.165683477290848e-05,-3.847889055597076e-05,0.9560458443352444,0.48662131519274376,-0.0020509773095516073,1043
trend,GMKN,2.0,25,0.002,2.5,-0.00046080423065342213,-0.0013741729592178231,0.9837138542832954,0.485952395984595,-0.029093012857720913,1066
trend,YNDX,2.0,30,0.001,1.5,9.407529955707261e-06,-2.359438114818424e-05,1.0092057994263153,0.48661683144441764,0.0007561715260628601,737
trend,GAZP,2.0,30,0.001,1.5,-0.00028747967292264143,-0.000794162842015167,0.9839352317998418,0.4866873901878632,-0.019426927484972073,875
trend,ROSN,2.0,30,0.001,1.5,7.596923341735007e-05,-0.0003112147931159104,1.0096009638819037,0.4921178052059147,0.004641893768622789,973
trend,SBER,2.0,30,0.001,1.5,0.001827888321506821,-0.00028266638978802217,1.1051062356515935,0.4944796805261922,0.10734603720382585,950
trend,LKOH,2.0,30,0.001,1.5,-3.1139967622717535e-05,-4.2354907934583075e-05,0.9510278259019275,0.48799113191279714,-0.0019177218636965685,964
trend,GMKN,2.0,30,0.001,1.5,-0.0003159922254830638,-0.0013176280418856212,0.9876703167922432,0.48997168475696085,-0.01864040971466796,1008
trend,YNDX,2.0,30,0.001,2.0,7.055714388304324e-06,-1.7695809243267746e-05,1.0092059259261057,0.48661683144441764,0.0005671340236481813,737
trend,GAZP,2.0,30,0.001,2.0,-0.00021559481274557868,-0.0005956712111719886,0.983936628159294,0.4866873901878632,-0.014569185886310357,875
trend,ROSN,2.0,30,0.001,2.0,5.698011452248686e-05,-0.00023341845763458213,1.0096018321016436,0.4921178052059147,0.003481615209731602,973
trend,SBER,2.0,30,0.001,2.0,0.0013706893981235702,-0.00021200547504252043,1.1051196973231696,0.4944796805261922,0.08049620613833867,950
trend,LKOH,2.0,30,0.001,2.0,-2.3355035448924255e-05,-3.1766324527837675e-05,0.9510278968982024,0.48799113191279714,-0.0014382950762942628,964
trend,GMKN,2.0,30,0.001,2.0,-0.00023696573510034735,-0.0009883593548134506,0.9876721073922503,0.48997168475696085,-0.013978629961083774,1008
trend,YNDX,2.0,30,0.001,2.5,5.6446036327262306e-06,-1.4156658617925366e-05,1.0092060018263687,0.48661683144441764,0.000453709800878971,737
trend,GAZP,2.0,30,0.001,2.5,-0.00017246867694442614,-0.00047656052862576903,0.9839374660159098,0.4866873901878632,-0.011654863964347152,875
trend,ROSN,2.0,30,0.001,2.5,4.558562250833731e-05,-0.00018673830033033578,1.0096023530504674,0.4921178052059147,0.002785385708684283,973
trend,SBER,2.0,30,0.001,2.5,0.0010964426462756194,-0.00016960710777869092,1.1051277752100441,0.4944796805261922,0.06439057119307214,950
trend,LKOH,2.0,30,0.001,2.5,-1.8684057030315948e-05,-2.5413128539431007e-05,0.9510279394960629,0.48799113191279714,-0.0011506378267262664,964
trend,GMKN,2.0,30,0.001,2.5,-0.00018955893751360087,-0.0007907538865691288,0.9876731818342125,0.48997168475696085,-0.011182098720715678,1008
trend,YNDX,2.0,30,0.0015,1.5,1.4111027246466179e-05,-3.539147819309196e-05,1.00920554642916,0.48661683144441764,0.0011342357725640335,737
trend,GAZP,2.0,30,0.0015,1.5,-0.00043127925970198877,-0.0011910479670523832,0.9839324393368585,0.4866873901878632,-0.02914442895674736,875
trend,ROSN,2.0,30,0.0015,1.5,0.00011394109150342224,-0.0004667927397312699,1.0095992275485455,0.4921178052059147,0.006962061071943517,973
trend,SBER,2.0,30,0.0015,1.5,0.0027427400483550635,-0.0004239768546236977,1.1050793178330722,0.4944796805261922,0.16107235426092684,950
trend,LKOH,2.0,30,0.0015,1.5,-4.670971250686495e-05,-6.35317875981034e-05,0.9510276839099752,0.48799113191279714,-0.0028765680814633546,964
trend,GMKN,2.0,30,0.0015,1.5,-0.00047410203925424277,-0.0019758888862012602,0.987666736104646,0.48997168475696085,-0.027967321805935443,1008
trend,YNDX,2.0,30,0.0015,2.0,1.058342100890286e-05,-2.6543661254985196e-05,1.009205736176723,0.48661683144441764,0.0008506889324831181,737
trend,GAZP,2.0,30,0.0015,2.0,-0.00032342583686018056,-0.0008933963896471386,0.9839345336521045,0.4866873901878632,-0.021856050605499184,875
trend,ROSN,2.0,30,0.0015,2.0,8.546299542633307e-05,-0.00035011112027438784,1.009600529785299,0.4921178052059147,0.00522198432275841,973
trend,SBER,2.0,30,0.0015,2.0,0.0020565445121434323,-0.0003179954265555285,1.1050995055063801,0.4944796805261922,0.12077428424615484,950
trend,LKOH,2.0,30,0.0015,2.0,-3.5032418776670404e-05,-4.76491637440013e-05,0.9510277904038646,0.48799113191279714,-0.0021574343377678104,964
trend,GMKN,2.0,30,0.0015,2.0,-0.00035551257589461205,-0.0014822278155381952,0.9876694215562822,0.48997168475696085,-0.02097171872903638,1008
trend,YNDX,2.0,30,0.0015,2.5,8.466809082507964e-06,-2.1234954256765803e-05,1.0092058500261343,0.48661683144441764,0.0006805569554280974,737
trend,GAZP,2.0,30,0.0015,2.5,-0.0002587245339152888,-0.000714770115506691,0.9839357903333863,0.4866873901878632,-0.017483750095642014,875
trend,ROSN,2.0,30,0.0015,2.5,6.837384103497435e-05,-0.0002800968479172994,1.0096013111655548,0.4921178052059147,0.004177797936877929,973
trend,SBER,2.0,30,0.0015,2.5,0.0016449906000555181,-0.0002544024784880694,1.1051116200992406,0.4944796805261922,0.09660503876294801,950
trend,LKOH,2.0,30,0.0015,2.5,-2.8025999531777757e-05,-3.811948605780824e-05,0.9510278543004134,0.48799113191279714,-0.001725951443017253,964
trend,GMKN,2.0,30,0.0015,2.5,-0.0002843793554493379,-0.001185931630121373,0.9876710330117541,0.48997168475696085,-0.016775563676814553,1008
trend,YNDX,2.0,30,0.002,1.5,1.8814346076423405e-05,-4.7188512883655775e-05,1.00920529343524,0.48661683144441764,0.0015122856744875116,737
trend,GAZP,2.0,30,0.002,1.5,-0.0005751186489709736,-0.0015878022684152615,0.9839296472151391,0.4866873901878632,-0.038864620149412624,875
trend,ROSN,2.0,30,0.002,1.5,0.0001519044424467264,-0.0006223510552691991,1.009597491356676,0.4921178052059147,0.009281708569400771,973
trend,SBER,2.0,30,0.002,1.5,0.003658197164302379,-0.0005652721674163086,1.1050524073808643,0.4944796805261922,0.21483422388433424,950
trend,LKOH,2.0,30,0.002,1.5,-6.22792981062048e-05,-8.470828439999245e-05,0.95102754191882,0.48799113191279714,-0.003835404489852876,964
trend,GMKN,2.0,30,0.002,1.5,-0.000632287591446512,-0.002633781154021464,0.987663156100608,0.48997168475696085,-0.03729870171345909,1008
trend,YNDX,2.0,30,0.002,2.0,1.4111027246466179e-05,-3.539147819309196e-05,1.0092055464291603,0.48661683144441764,0.0011342357725640335,737
trend,GAZP,2.0,30,0.002,2.0,-0.00043127925970198877,-0.0011910479670523832,0.9839324393368585,0.4866873901878632,-0.02914442895674736,875
trend,ROSN,2.0,30,0.002,2.0,0.00011394109150342224,-0.0004667927397312699,1.0095992275485455,0.4921178052059147,0.0069620610719435165,973
trend,SBER,2.0,30,0.002,2.0,0.0027427400483550635,-0.0004239768546236977,1.105079317833072,0.4944796805261922,0.16107235426092686,950
trend,LKOH,2.0,30,0.002,2.0,-4.670971250686495e-05,-6.35317875981034e-05,0.9510276839099752,0.48799113191279714,-0.002876568081463356,964
trend,GMKN,2.0,30,0.002,2.0,-0.00047410203925424277,-0.0019758888862012602,0.987666736104646,0.48997168475696085,-0.027967321805935464,1008
trend,YNDX,2.0,30,0.002,2.5,1.1288950287235977e-05,-2.831322744867304e-05,1.009205698227065,0.48661683144441764,0.0009073989460018914,737
trend,GAZP,2.0,30,0.002,2.5,-0.00034499472984472757,-0.0009529325928057109,0.9839341147736994,0.4866873901878632,-0.02331360520643287,875
trend,ROSN,2.0,30,0.002,2.5,9.115899744194245e-05,-0.0003734483275978917,1.0096002693315813,0.4921178052059147,0.005570023062565436,973
trend,SBER,2.0,30,0.002,2.5,0.0021937563821168293,-0.00033919239403124024,1.1050954676402378,0.4944796805261922,0.12883229869139054,950
trend,LKOH,2.0,30,0.002,2.5,-3.736788469055341e-05,-5.08257057436623e-05,0.9510277691050509,0.48799113191279714,-0.002301261527929054,964
trend,GMKN,2.0,30,0.002,2.5,-0.0003792270593917513,-0.0015809766187704355,0.9876688844352031,0.48997168475696085,-0.02237063823689032,1008
trend,YNDX,2.5,20,0.001,1.5,1.7697636689018026e-05,-2.0531377564414477e-05,1.0291832503613794,0.47936415341986294,0.0025809591204542914,590
trend,GAZP,2.5,20,0.001,1.5,-0.0003434738942733606,-0.0008740617679505736,0.9661907751432011,0.4825717452888287,-0.042304950643351366,678
trend,ROSN,2.5,20,0.001,1.5,1.1275209280237064e-05,-0.0001530309324637713,1.0025737629593827,0.48656653268457795,0.0011926390184332093,802
trend,SBER,2.5,20,0.001,1.5,0.0005356484026532993,-0.0002728527734751074,1.0589996578272438,0.4940348730498623,0.054618986708821475,749
trend,LKOH,2.5,20,0.001,1.5,-4.983696850535679e-06,-1.6168777084990538e-05,0.9868714489190248,0.4826435942875013,-0.0005195139008135271,810
trend,GMKN,2.5,20,0.001,1.5,-0.0001024472507562546,-0.0008094085129289885,0.9927475030285773,0.4767466110531804,-0.010682716450074663,837
trend,YNDX,2.5,20,0.001,2.0,1.3273254021672898e-05,-1.5398563863677772e-05,1.029183366391658,0.47936415341986294,0.0019357232057451727,590
trend,GAZP,2.5,20,0.001,2.0,-0.00025760509308792034,-0.0006556145991138962,0.966192086747042,0.4825717452888287,-0.03172867263060287,678
trend,ROSN,2.5,20,0.001,2.0,8.458226463003982e-06,-0.0001147740108901063,1.0025743529181725,0.48656653268457795,0.0008946717223429381,802
trend,SBER,2.5,20,0.001,2.0,0.00040172230083013183,-0.00020464412554543898,1.059003181119468,0.4940348730498623,0.040962812361596754,749
trend,LKOH,2.5,20,0.001,2.0,-3.737762594990812e-06,-1.2126598648354303e-05,0.9868714813423041,0.4826435942875013,-0.00038963437870420903,810
trend,GMKN,2.5,20,0.001,2.0,-7.681564075734393e-05,-0.0006071071762233649,0.992749272480204,0.4767466110531804,-0.0080099729673912,837
trend,YNDX,2.5,20,0.001,2.5,1.0618615939650411e-05,-1.2318865822424918e-05,1.029183436009796,0.47936415341986294,0.0015485804199712923,590
trend,GAZP,2.5,20,0.001,2.5,-0.00020608391662790826,-0.0005245244538483185,0.966192873752547,0.4825717452888287,-0.02538291866336659,678
trend,ROSN,2.5,20,0.001,2.5,6.767454528766592e-06,-9.181959823334473e-05,1.0025747069008095,0.48656653268457795,0.0007158297576489247,802
trend,SBER,2.5,20,0.001,2.5,0.00032137111977204036,-0.00016371748226884364,1.0590052952023203,0.4940348730498623,0.03276956457346842,749
trend,LKOH,2.5,20,0.001,2.5,-2.9902052552932545e-06,-9.701286519447905e-06,0.9868715007963106,0.4826435942875013,-0.0003117070004472229,810
trend,GMKN,2.5,20,0.001,2.5,-6.144300939892045e-05,-0.0004857101224272631,0.9927503342208255,0.4767466110531804,-0.006406987424280144,837
trend,YNDX,2.5,20,0.0015,1.5,2.654634901122499e-05,-3.0796943584987524e-05,1.0291830183006379,0.47936415341986294,0.0038714232187669604,590
trend,GAZP,2.5,20,0.0015,1.5,-0.0005152121427206557,-0.0013108196131369487,0.9661881522055443,0.4825717452888287,-0.06345758624470448,678
trend,ROSN,2.5,20,0.0015,1.5,1.690553586275456e-05,-0.0002295431522305602,1.0025725830878205,0.48656653268457795,0.0017881886886726064,802
trend,SBER,2.5,20,0.0015,1.5,0.0008035286033774014,-0.00040926097879678824,1.058992611914696,0.4940348730498623,0.08193419020876365,749
trend,LKOH,2.5,20,0.0015,1.5,-7.475585447336286e-06,-2.4253102288374073e-05,0.9868713840727128,0.4826435942875013,-0.0007792750388238,810
