hour,count_trades,win_rate,mean_pnl_rel,pf
7,4,0.5,2.5318804183024944e-05,1.0204642975392104
8,1,1.0,0.0005586922727272,inf
9,23,0.391304347826087,-0.0010238730869395387,0.49586966748110456
10,96,0.4791666666666667,4.047732671216807e-05,1.0300470978812228
11,59,0.559322033898305,0.0002755671050967669,1.2846307691890546
12,33,0.5454545454545454,-8.49487979250606e-05,0.9347188129413698
13,29,0.4482758620689655,-0.0002470860667508275,0.8247262492488279
14,43,0.3488372093023256,-0.0008039979203922399,0.4652486715327054
15,20,0.5,-8.326024177676498e-05,0.9262195723287289
16,20,0.45,-0.000122631242775855,0.8952202797142014
17,24,0.4583333333333333,0.0001830409921175291,1.1754168103780218
18,38,0.3157894736842105,-0.0006122209128082105,0.5805154562031984
19,17,0.23529411764705882,-0.0014620719145646882,0.2226544670374499
20,19,0.6842105263157895,0.0010681540719760893,2.554483494028634
21,20,0.3,-0.00054651610661737,0.6563614320213071
22,8,0.5,-7.847114415917493e-05,0.9452225186346774
23,19,0.47368421052631576,-0.0005501841495408367,0.7292629138225974
