bin,bin_left,bin_right,count_trades,win_rate,mean_pnl_rel,pf
"(-0.001, 0.00163]",-0.001,0.00163,17,0.4117647058823529,-0.000555719235558341,0.6089526852143887
"(0.00163, 0.00317]",0.00163,0.00317,17,0.23529411764705882,-0.0016429893401916763,0.20186067734975344
"(0.00317, 0.00456]",0.00317,0.00456,17,0.4117647058823529,-0.000369845304063947,0.6917789215619629
"(0.00456, 0.00555]",0.00456,0.00555,16,0.5625,-0.00035529546329133834,0.6851832461711521
"(0.00555, 0.00723]",0.00555,0.00723,17,0.47058823529411764,-0.0003442516008381941,0.7488483865564349
"(0.00723, 0.00815]",0.00723,0.00815,17,0.4117647058823529,-0.0008446714895368236,0.47038755709140645
"(0.00815, 0.0099]",0.00815,0.0099,16,0.3125,-0.0009729476190628437,0.4359350261057046
"(0.0099, 0.0132]",0.0099,0.0132,17,0.47058823529411764,-0.0006880897303360941,0.5958879235150408
"(0.0132, 0.0196]",0.0132,0.0196,17,0.5882352941176471,-6.030184807454708e-05,0.9549327090124019
"(0.0196, 0.04]",0.0196,0.04,17,0.47058823529411764,-0.00044863897151445293,0.694882456477399
