bin_x,bin_y,count_trades,win_rate,mean_pnl_rel,pf
"(-1.712, -0.487]","(-0.001, 0.00279]",12,0.5833333333333334,0.00046191403816863325,1.4486022598578006
"(-1.712, -0.487]","(0.00279, 0.00481]",13,0.38461538461538464,-0.0008977141531202998,0.5292452136830995
"(-1.712, -0.487]","(0.00481, 0.00803]",15,0.5333333333333333,0.00022389108490218683,1.1578021380188197
"(-1.712, -0.487]","(0.00803, 0.0136]",19,0.3157894736842105,-0.001406090730216252,0.3366200042883277
"(-1.712, -0.487]","(0.0136, 0.0926]",38,0.47368421052631576,-0.00032625494220152475,0.7784010318891069
"(-0.487, -0.254]","(0.00279, 0.00481]",14,0.6428571428571429,0.0005209336493346286,1.529695479084954
"(-0.487, -0.254]","(0.00481, 0.00803]",23,0.391304347826087,-0.0007910110622084914,0.529542461177314
"(-0.487, -0.254]","(0.00803, 0.0136]",28,0.5714285714285714,0.0007719070188318043,1.748941895620817
"(-0.487, -0.254]","(0.0136, 0.0926]",23,0.5217391304347826,7.2307513394087e-05,1.067461029578599
"(-0.254, -0.122]","(-0.001, 0.00279]",18,0.3333333333333333,-0.000938903988785417,0.5069472777188262
"(-0.254, -0.122]","(0.00279, 0.00481]",25,0.68,0.0002054928162268239,1.2075951317036884
"(-0.254, -0.122]","(0.00481, 0.00803]",16,0.375,-0.0007439727458999562,0.5594799707976773
"(-0.254, -0.122]","(0.00803, 0.0136]",21,0.5714285714285714,0.0008230920817937761,1.9933393759464504
"(-0.254, -0.122]","(0.0136, 0.0926]",16,0.5,8.011985823208747e-05,1.0633769204885062
"(-0.122, -0.0166]","(-0.001, 0.00279]",29,0.5862068965517241,-0.00020395714074054823,0.8387968719681103
"(-0.122, -0.0166]","(0.00279, 0.00481]",20,0.4,-0.00042292331800654494,0.6477056993606326
"(-0.122, -0.0166]","(0.00481, 0.00803]",22,0.5454545454545454,-0.00020343427278521816,0.8494980089842693
"(-0.122, -0.0166]","(0.00803, 0.0136]",14,0.5714285714285714,-0.00024739026905897145,0.7840592637567173
"(-0.122, -0.0166]","(0.0136, 0.0926]",11,0.7272727272727273,0.0010259321593236092,2.553986435650963
"(-0.0166, 0.494]","(-0.001, 0.00279]",30,0.4666666666666667,-0.00013798963802071375,0.8741394060476545
"(-0.0166, 0.494]","(0.00279, 0.00481]",24,0.375,-0.0007916179270038359,0.36137601402865543
"(-0.0166, 0.494]","(0.00481, 0.00803]",20,0.45,-0.0007815015471766152,0.5199681140266305
"(-0.0166, 0.494]","(0.00803, 0.0136]",14,0.42857142857142855,-0.0007950870488084714,0.3066945191342742
