bin,bin_left,bin_right,count_trades,win_rate,mean_pnl_rel,pf
"(-0.001, 0.00397]",-0.001,0.00397,14,0.42857142857142855,3.121726331927157e-05,1.0239164232166273
"(0.00397, 0.00686]",0.00397,0.00686,14,0.2857142857142857,-0.0011831177136541644,0.2817399929824192
"(0.00686, 0.0084]",0.00686,0.0084,13,0.38461538461538464,-0.0006609019085426154,0.49585544618193333
"(0.0084, 0.00997]",0.0084,0.00997,14,0.6428571428571429,3.915479929581419e-05,1.033423282994302
"(0.00997, 0.0123]",0.00997,0.0123,14,0.2857142857142857,-0.0011587977891101755,0.2813350659547096
"(0.0123, 0.0144]",0.0123,0.0144,13,0.46153846153846156,-0.0003740253198120232,0.7236093010100141
"(0.0144, 0.0173]",0.0144,0.0173,14,0.14285714285714285,-0.0020300387367746787,0.1380612513912287
"(0.0173, 0.0244]",0.0173,0.0244,13,0.3076923076923077,-0.0008631958802907769,0.5390559765481144
"(0.0244, 0.0332]",0.0244,0.0332,14,0.35714285714285715,-0.0008900119068922573,0.4365037797094485
"(0.0332, 0.0648]",0.0332,0.0648,14,0.5,-0.00038653805035857855,0.6992801454448678
