hour,count_trades,win_rate,mean_pnl_rel,pf
6,1,0.0,-0.0018419630434782,0.0
7,4,0.25,-0.0014345227219972998,0.23989534760187797
8,2,0.0,-0.0023191455021029997,0.0
9,9,0.3333333333333333,-0.0006374733932541111,0.5852068305222722
10,41,0.3902439024390244,-0.0011930710368058758,0.3502378629502225
11,23,0.4782608695652174,7.846682259286968e-05,1.0655772951983369
12,16,0.375,-0.0010440896612701875,0.4083483492923419
13,9,0.4444444444444444,-2.1276872379812636e-05,0.9761116884928847
14,9,0.5555555555555556,0.0004276042594612556,1.442929811871744
15,4,0.0,-0.0032538707950506753,0.0
16,10,0.7,0.00050854904647706,1.8661333288553885
17,15,0.4666666666666667,-0.0005235273967314334,0.5372209897085152
18,12,0.75,0.00014195642268400837,1.108419091507132
19,2,0.0,-0.0022831797274558497,0.0
20,2,0.0,-0.0029496653016414503,0.0
21,4,0.25,-0.001312459344671175,0.47333424349244363
22,1,1.0,0.0033021873900293,inf
23,4,0.5,-0.00021762033940134998,0.8150291370721446
