hour,count_trades,win_rate,mean_pnl_rel,pf
6,1,0.0,-0.002538506911447,0.0
7,5,0.4,-0.0007281503730941801,0.6033798670707813
8,2,0.0,-0.0024436744071963,0.0
9,7,0.5714285714285714,0.0003353641104104,1.2884307351765256
10,32,0.40625,-0.000738410569759305,0.528468855282056
11,14,0.35714285714285715,-0.0005167076721587501,0.5973551537409004
12,8,0.25,-0.0013928903630203125,0.25351594438315456
13,6,0.5,-0.0005582728745353668,0.6492137762962753
14,13,0.23076923076923078,-0.0015703042745836078,0.28640205409604635
15,9,0.2222222222222222,-0.001282720341511911,0.04796673854484927
16,6,0.6666666666666666,0.0005791835064499832,1.7572747860717488
17,10,0.7,0.00066598584870583,2.2288405507034716
18,15,0.3333333333333333,-0.0007812885346560866,0.5457646199153648
21,4,0.0,-0.002930025727045125,0.0
22,2,1.0,0.00168839753090395,inf
23,3,0.0,-0.0022694902316182336,0.0
