bin_x,bin_y,count_trades,win_rate,mean_pnl_rel,pf
"(-0.387, -0.242]","(0.00981, 0.022]",11,0.36363636363636365,-0.0007467012283532002,0.6039374281646014
"(0.00883, 0.474]","(0.00802, 0.00981]",10,0.3,-0.00118567203019402,0.27290905317393227
