bin_x,bin_y,count_trades,win_rate,mean_pnl_rel,pf
"(-0.139, -0.0598]","(0.0141, 0.0299]",23,0.5217391304347826,-0.00010442587435157387,0.9061680079071338
"(-0.0598, -0.0377]","(0.00786, 0.0111]",12,0.3333333333333333,-0.0006272472088995417,0.5717866398893409
"(-0.0598, -0.0377]","(0.0111, 0.0141]",14,0.21428571428571427,-0.0008938468757360254,0.4327280099999854
"(-0.0377, -0.0253]","(0.00552, 0.00786]",10,0.5,0.00015504680370108997,1.144173422022794
"(-0.0377, -0.0253]","(0.00786, 0.0111]",12,0.4166666666666667,-0.0009385804296754915,0.49768682526425373
"(-0.0253, -0.0142]","(0.0008600000000000001, 0.00552]",14,0.2857142857142857,-0.0011218570304690214,0.38480251434279994
"(-0.0253, -0.0142]","(0.00552, 0.00786]",13,0.23076923076923078,-0.0016634940313472308,0.22282775816628209
"(-0.0142, -0.00105]","(0.0008600000000000001, 0.00552]",20,0.4,-0.0009196390428667901,0.5112620093485222
