bin,bin_left,bin_right,count_trades,win_rate,mean_pnl_rel,pf
"(-0.001, 0.00134]",-0.001,0.00134,16,0.375,-0.0011518286130632438,0.3334923821000678
"(0.00134, 0.00278]",0.00134,0.00278,15,0.3333333333333333,-0.0011609137708365658,0.3025217936707347
"(0.00278, 0.00429]",0.00278,0.00429,15,0.5333333333333333,2.2003659193433328e-05,1.0190336069738515
"(0.00429, 0.00654]",0.00429,0.00654,15,0.26666666666666666,-0.0014987223927653201,0.24679998940392564
"(0.00654, 0.008]",0.00654,0.008,16,0.375,-0.0006441920805649,0.5077104421629948
"(0.008, 0.0116]",0.008,0.0116,15,0.4,-0.0003801677839851067,0.7325905101859159
"(0.0116, 0.0137]",0.0116,0.0137,15,0.4666666666666667,-5.650352801506005e-05,0.9601502468375723
"(0.0137, 0.0174]",0.0137,0.0174,15,0.5333333333333333,0.00013639964595391345,1.1127660484901525
"(0.0174, 0.0226]",0.0174,0.0226,15,0.4,-0.0010408356055530933,0.3912236767973797
"(0.0226, 0.0732]",0.0226,0.0732,16,0.4375,-0.0009096969853359001,0.49040215176152174
