symbol,trade_id,entry_dt,exit_dt,entry_price,exit_price,direction,qty,pnl_abs,pnl_rel,bars_in_trade,max_favorable_excursion,max_adverse_excursion,exit_reason,profile
PIKK,1,2022-01-05 09:00:00+00:00,2022-01-05 11:30:00+00:00,1145.0,1170.3,1,125.22361359570692,3006.953309481218,0.003006953309481218,6,18.799999999999955,0.0,signal_change,range_v2_aggressive
PIKK,2,2022-01-05 21:00:00+00:00,2022-01-06 07:00:00+00:00,1155.7,1136.0,1,122.21146515520189,-2560.281310415423,-0.002552605744125324,8,0.2999999999999545,-11.200000000000045,stop_atr,range_v2_aggressive
PIKK,3,2022-01-06 07:00:00+00:00,2022-01-06 10:00:00+00:00,1136.0,1168.9,1,96.26291002052854,3043.275852600102,0.0030419171134020663,7,21.0,-0.7000000000000455,take_atr,range_v2_aggressive
PIKK,4,2022-01-06 17:00:00+00:00,2022-01-10 07:00:00+00:00,1140.0,1154.0,1,156.09843633248056,1987.226753574277,0.0019803155555555454,16,11.099999999999909,-0.20000000000004547,signal_change,range_v2_aggressive
PIKK,5,2022-01-13 14:30:00+00:00,2022-01-13 23:00:00+00:00,1237.2,1216.6,1,112.97496343879072,-2478.4741214107007,-0.002464973033707874,18,15.299999999999955,-24.600000000000136,stop_atr,range_v2_aggressive
PIKK,6,2022-01-13 23:00:00+00:00,2022-01-14 16:00:00+00:00,1216.6,1188.4,1,75.17120881570439,-2218.0948996150914,-0.0022114633832976257,21,18.600000000000136,-15.5,stop_atr,range_v2_aggressive
PIKK,7,2022-01-14 16:00:00+00:00,2022-01-14 18:00:00+00:00,1188.4,1225.8,1,73.5481809878162,2651.5310726639636,0.002649462887139094,5,25.199999999999818,0.0,signal_change,range_v2_aggressive
PIKK,8,2022-01-17 11:30:00+00:00,2022-01-17 16:30:00+00:00,1194.2,1215.1,1,86.50277040145498,1692.2874334441085,0.0016864991379310216,11,14.799999999999955,-0.900000000000091,signal_change,range_v2_aggressive
PIKK,9,2022-01-18 12:30:00+00:00,2022-01-18 15:00:00+00:00,1186.3,1213.6,1,89.9727745349393,2336.1466897106766,0.0023242363171355447,6,4.0,-5.099999999999909,signal_change,range_v2_aggressive
PIKK,10,2022-01-18 17:00:00+00:00,2022-01-19 09:00:00+00:00,1164.9,1128.7,1,61.217222182814496,-2292.0689095634043,-0.0022750953993055574,19,25.09999999999991,-21.800000000000182,stop_atr,range_v2_aggressive
PIKK,11,2022-01-19 09:00:00+00:00,2022-01-19 23:30:00+00:00,1128.7,1128.4,1,52.68573203364487,-81.20135763953242,-8.07838262822887e-05,30,55.299999999999955,-6.400000000000091,signal_change,range_v2_aggressive
PIKK,12,2022-01-20 08:00:00+00:00,2022-01-20 22:30:00+00:00,1113.8,1120.3,1,106.60016823620909,561.5345082128316,0.0005586922727272718,30,21.299999999999955,-13.399999999999864,signal_change,range_v2_aggressive
PIKK,13,2022-01-21 07:30:00+00:00,2022-01-21 13:00:00+00:00,1090.0,1065.2,1,104.67720215832418,-2718.6469848393867,-0.0027033760594795493,12,3.0,-16.0,stop_atr,range_v2_aggressive
PIKK,14,2022-01-21 13:00:00+00:00,2022-01-24 10:00:00+00:00,1065.2,1037.5,1,84.27984773413459,-2430.736158462113,-0.002423634453781511,30,23.09999999999991,-17.5,stop_atr,range_v2_aggressive
