bin_x,bin_y,count_trades,win_rate,mean_pnl_rel,pf
"(-1.269, -0.517]","(0.0037, 0.00498]",13,0.15384615384615385,-0.001047688426867354,0.26139021914659677
"(-1.269, -0.517]","(0.00672, 0.00909]",11,0.2727272727272727,-0.0016023157242599185,0.308189440867575
"(-1.269, -0.517]","(0.00909, 0.0299]",10,0.3,-0.0009749256336841799,0.44131295426078193
"(-0.517, -0.264]","(0.0007199999999999999, 0.0037]",12,0.5,0.0001252612867259249,1.1087886160074685
"(-0.517, -0.264]","(0.00909, 0.0299]",16,0.5625,-0.0003591972674871187,0.6968364747760433
"(-0.264, -0.125]","(0.0007199999999999999, 0.0037]",11,0.45454545454545453,-0.0003417647843095,0.7218368136907063
"(-0.264, -0.125]","(0.00498, 0.00672]",11,0.45454545454545453,-0.00043774605218199997,0.7316788382645791
"(-0.264, -0.125]","(0.00672, 0.00909]",11,0.45454545454545453,7.515838195686368e-05,1.0686177439884614
"(-0.125, -0.0275]","(0.0037, 0.00498]",10,0.6,0.0014543301696879,3.0911101596726014
"(-0.125, -0.0275]","(0.00498, 0.00672]",13,0.46153846153846156,-0.00010156923413037693,0.9175021528807561
"(-0.125, -0.0275]","(0.00672, 0.00909]",11,0.2727272727272727,-0.0011258562520385272,0.27387337367283066
"(-0.0275, 0.48]","(0.0037, 0.00498]",13,0.3076923076923077,-0.002187744538683092,0.21645429037169203
"(-0.0275, 0.48]","(0.00498, 0.00672]",10,0.6,0.00012318519105964008,1.132259076617961
