symbol,entry_dt,exit_dt,direction,begin,ma_close,std_close,band_lower,band_upper,dist_from_ma,band_pos,atr_14,atr_14_pct,bar_range,bar_range_pct,bar_body,bar_body_pct,pnl_rel,pnl_abs,bars_in_trade,max_adverse_excursion,profile
TATN,2022-01-05 11:00:00+00:00,2022-01-05 14:00:00+00:00,1,2022-01-05 11:00:00+00:00,515.1579999999999,1.324662452190996,513.1710063217134,517.1449936782864,-0.005936042922753563,-0.26950420965531724,1.69285714285713,0.003305715959494493,4.599999999999966,0.008982620581917527,3.2999999999999545,0.0064440538957234025,-0.0029880607594936935,-2988.0607594936937,7,-2.400000000000034,range_v2_conservative
TATN,2022-01-05 14:00:00+00:00,2022-01-05 19:00:00+00:00,1,2022-01-05 14:00:00+00:00,514.78,1.8579119286698673,511.9931321069952,517.5668678930048,-0.013947705816076674,-0.7881844916334527,1.9642857142856858,0.003869751210176686,2.8999999999999773,0.005713159968479073,2.3999999999999773,0.004728132387706811,-0.0029794698181818675,-2970.5669813340623,11,-0.7000000000000455,range_v2_conservative
TATN,2022-01-05 19:00:00+00:00,2022-01-05 21:30:00+00:00,1,2022-01-05 19:00:00+00:00,513.786,3.1992352402486848,508.9871471396269,518.584852860373,-0.02235561109099885,-0.6967443401783234,2.471428571428557,0.0049202241119421794,5.599999999999966,0.01114871590682852,4.599999999999966,0.00915787378060913,-0.0017998658959537818,-1789.1411650963819,6,-2.6999999999999886,range_v2_conservative
TATN,2022-01-05 21:30:00+00:00,2022-01-05 22:30:00+00:00,1,2022-01-05 21:30:00+00:00,512.1619999999999,4.955388326800206,504.7289175097996,519.5950824902002,-0.02687040428614373,-0.4257263065587938,2.528571428571427,0.0050733776656730085,2.8000000000000114,0.005617977528089911,2.1000000000000227,0.004213483146067462,-0.0029821344632768375,-2959.0295746089764,3,-1.8999999999999773,range_v2_conservative
TATN,2022-01-05 22:30:00+00:00,2022-01-06 06:30:00+00:00,1,2022-01-05 22:30:00+00:00,511.324,6.107658624837439,502.1625120627439,520.4854879372562,-0.03896550914879809,-0.5873779530384482,3.0499999999999994,0.006206756206756206,7.399999999999977,0.015059015059015014,5.300000000000011,0.010785510785510809,-0.0026662885245901536,-2637.7411106664085,4,0.0,range_v2_conservative
TATN,2022-01-06 06:30:00+00:00,2022-01-06 17:00:00+00:00,1,2022-01-06 06:30:00+00:00,509.814,7.973604669694366,497.8535929954585,521.7744070045416,-0.05102645278474112,-0.587504797709732,3.750000000000004,0.00775113683340224,0.0,0.0,0.0,0.0,0.0028947413333333238,2856.1123430043754,22,-2.6999999999999886,range_v2_conservative
TATN,2022-01-13 14:30:00+00:00,2022-01-13 18:00:00+00:00,1,2022-01-13 14:30:00+00:00,509.67600000000004,2.294942087217408,506.2335868691739,513.1184131308262,-0.012509908255440775,-0.4260945385816993,2.5214285714285682,0.005009792512276114,7.300000000000011,0.014504271806079895,6.5,0.01291476256705742,-0.003666199433427762,-3627.7467673928804,8,-2.6000000000000227,range_v2_conservative
TATN,2022-01-13 18:00:00+00:00,2022-01-14 16:00:00+00:00,1,2022-01-13 18:00:00+00:00,509.24800000000005,3.3986335789681292,504.15004963154786,514.3459503684522,-0.02876398140002518,-0.9366558068755158,4.0428571428571365,0.008173993414591865,10.5,0.021229276182773957,5.899999999999977,0.011928831378891988,-0.002086487279151956,-2057.034061638136,32,-2.900000000000034,range_v2_conservative
TATN,2022-01-14 16:00:00+00:00,2022-01-14 20:30:00+00:00,1,2022-01-14 16:00:00+00:00,501.11800000000005,6.777293722725098,490.9520594159124,511.2839405840877,-0.028771666553586303,-0.20913261201663894,5.028571428571427,0.01033197334820511,11.100000000000023,0.022806657078282357,10.800000000000011,0.02219026094103146,0.0015224224431818164,1497.7999882267977,10,-1.099999999999966,range_v2_conservative
TATN,2022-01-18 10:00:00+00:00,2022-01-18 14:00:00+00:00,1,2022-01-18 10:00:00+00:00,498.216,4.403725695363773,491.61041145695435,504.82158854304566,-0.021709459350964303,-0.3187007054342708,5.178571428571429,0.010624890087343925,15.800000000000011,0.03241690603200659,7.800000000000011,0.016003282724661495,-0.001820260689655168,-1793.5476212061149,9,-4.699999999999989,range_v2_conservative
