symbol,entry_dt,exit_dt,direction,begin,ma_close,std_close,band_lower,band_upper,dist_from_ma,band_pos,atr_14,atr_14_pct,bar_range,bar_range_pct,bar_body,bar_body_pct,pnl_rel,pnl_abs,bars_in_trade,max_adverse_excursion,profile
GMKN,2022-01-04 15:00:00+00:00,2022-01-04 21:00:00+00:00,1,2022-01-04 15:00:00+00:00,233.40920000000003,0.5402072164778026,232.59888917528332,234.21951082471674,-0.005866092681865302,-0.3448609831163977,0.9585714285714276,0.0041310611470928614,0.7599999999999909,0.003275297362523664,0.6400000000000148,0.0027581451473884452,0.0009842104321907787,984.2104321907786,13,-0.2599999999999909,range_v2_balanced
GMKN,2022-01-05 07:30:00+00:00,2022-01-05 10:30:00+00:00,1,2022-01-05 07:30:00+00:00,233.1036,0.6495422564061026,232.12928661539084,234.07791338460916,-0.004219583052342373,-0.004765722988892276,0.49999999999999595,0.002154058245734947,0.6399999999999864,0.002757194554540696,0.060000000000002274,0.00025848698948820556,0.0025259919999999843,2528.4781076780146,7,0.0,range_v2_balanced
GMKN,2022-01-05 22:00:00+00:00,2022-01-06 10:00:00+00:00,1,2022-01-05 22:00:00+00:00,233.4432,1.1728518183279415,231.68392227250808,235.2024777274919,-0.01423558278844698,-0.44447850617016216,1.095714285714288,0.004761490899158213,3.539999999999992,0.015383278289588007,2.680000000000007,0.011646097688162728,0.0026862367666231914,2695.672679728683,12,-0.7199999999999989,range_v2_balanced
GMKN,2022-01-13 06:30:00+00:00,2022-01-13 13:30:00+00:00,1,2022-01-13 06:30:00+00:00,238.21040000000002,2.2039565164788875,234.90446522528168,241.51633477471836,-0.047060917575387225,-1.195496245983125,1.2928571428571465,0.0056954059156702486,0.0,0.0,0.0,0.0,0.0033918643093922445,3412.9222282328124,15,0.0,range_v2_balanced
GMKN,2022-01-13 13:30:00+00:00,2022-01-13 14:00:00+00:00,1,2022-01-13 13:30:00+00:00,236.1632,4.63674650185326,229.2080802472201,243.11831975277988,-0.019152857007357638,0.17482946658164125,1.4071428571428604,0.006074697190221293,1.039999999999992,0.004489725436021379,0.4800000000000182,0.0020721809704715,-0.001600835329949235,-1616.2374204119776,2,0.0,range_v2_balanced
GMKN,2022-01-13 14:00:00+00:00,2022-01-13 18:00:00+00:00,1,2022-01-13 14:00:00+00:00,236.01559999999998,4.725528222282809,228.92730766657576,243.1038923334242,-0.02701346860122802,0.05027249864283891,1.1900000000000037,0.005182024037624124,2.1200000000000045,0.009231841142658095,1.960000000000008,0.00853509841491033,-0.004476484033613419,-4512.318494343497,9,-1.1999999999999886,range_v2_balanced
GMKN,2022-01-13 18:00:00+00:00,2022-01-14 07:30:00+00:00,1,2022-01-13 18:00:00+00:00,234.77480000000003,5.402200322695401,226.67149951595692,242.87810048404313,-0.043508928556216526,-0.1302863888680208,1.921428571428572,0.008556415084737139,4.980000000000018,0.022176701104381982,4.259999999999991,0.018970431065194117,0.002190077769516733,2197.7271144418987,15,0.0,range_v2_balanced
GMKN,2022-01-14 07:30:00+00:00,2022-01-14 09:30:00+00:00,1,2022-01-14 07:30:00+00:00,231.55599999999998,5.129824757320304,223.86126286401952,239.25073713598044,-0.010951994333983887,0.33521204459723,1.480000000000002,0.0064623177015107934,0.6599999999999966,0.0028818443804034433,0.28000000000000114,0.001222600646231775,-0.001304104054054057,-1311.5249990292943,5,-1.3200000000000216,range_v2_balanced
GMKN,2022-01-14 09:30:00+00:00,2022-01-14 12:30:00+00:00,1,2022-01-14 09:30:00+00:00,230.5848,4.503820709086,223.82906893637102,237.340531063629,-0.014072046379466461,0.2598483443583836,1.0728571428571436,0.004719174552903773,1.0800000000000125,0.004750593824228083,0.7599999999999909,0.0033430104689011653,0.0005676245006657649,570.110088420938,7,-0.5200000000000102,range_v2_balanced
GMKN,2022-01-14 16:00:00+00:00,2022-01-17 10:00:00+00:00,1,2022-01-14 16:00:00+00:00,228.4328,1.7911289792777227,225.7461065310834,231.11949346891657,-0.014064530137528355,-0.09790966799341516,1.9771428571428535,0.008778717951970756,2.5999999999999943,0.011544267827013562,1.9799999999999898,0.00879140396057184,0.0009457718208092526,950.4524831324857,24,-1.8199999999999932,range_v2_balanced
