hour,count_trades,win_rate,mean_pnl_rel,pf
6,2,1.0,0.00169821197519375,inf
7,2,0.0,-0.00553082460343165,0.0
8,2,0.0,-0.0032879391536192,0.0
9,7,0.42857142857142855,-0.0009834990778433857,0.31181242253640856
10,28,0.39285714285714285,-0.0005616940242531201,0.6030232497175767
11,13,0.5384615384615384,0.0010676389524139232,2.505206693974326
12,12,0.3333333333333333,-0.0010083949699574584,0.4648205015374461
13,4,0.25,-0.0021416899197456,0.20440601726174107
14,12,0.3333333333333333,-0.0013726166528226916,0.35702548494043035
15,9,0.1111111111111111,-0.0019711746979636665,0.03759746796453781
16,6,0.3333333333333333,-0.0012603735315387,0.2246014414862614
17,12,0.5,0.00017651100029735835,1.2026558532407408
18,6,0.16666666666666666,-0.0014995204807415168,0.2911186125552143
20,1,1.0,0.0022253562616822,inf
21,2,0.0,-0.0029092848255417,0.0
22,4,0.25,-0.001286643297270675,0.1970392051170475
23,3,0.3333333333333333,-0.0010247615271807,0.36919755740321725
