hour,count_trades,win_rate,mean_pnl_rel,pf
6,2,0.5,-0.0009924164679138,0.18430113447558788
7,5,0.6,0.0011023721427857,2.165890553482186
9,10,0.5,0.00038110789362892996,1.2875365606487197
10,28,0.32142857142857145,-0.001092623996049051,0.41020577063425956
11,20,0.4,-1.3387444491104851e-05,0.9890115563289124
12,12,0.3333333333333333,-0.0011420183964034253,0.3390729797601758
13,16,0.375,-0.0007977375700085373,0.46584570349153487
14,12,0.3333333333333333,-0.0012138062086517753,0.34183773977448306
15,8,0.5,-0.000365643694713825,0.7873677788756144
16,7,0.42857142857142855,-0.000974729727297657,0.5167453210704409
17,14,0.14285714285714285,-0.001035759781542892,0.2371108438730934
18,14,0.5714285714285714,0.0004980433392115572,1.5591814397227812
19,4,0.0,-0.002389285118971075,0.0
20,6,0.3333333333333333,-0.0013966690612515875,0.08443968296263628
21,3,0.6666666666666666,0.0017199831672158334,2.9172206768969153
22,7,0.2857142857142857,-0.0017042027441348713,0.1232444460081569
23,4,0.5,0.0010002056768962252,3.1831770163555264
