symbol,entry_dt,exit_dt,direction,begin,ma_close,std_close,band_lower,band_upper,dist_from_ma,band_pos,atr_14,atr_14_pct,bar_range,bar_range_pct,bar_body,bar_body_pct,pnl_rel,pnl_abs,bars_in_trade,max_adverse_excursion,profile
NLMK,2022-01-04 14:30:00+00:00,2022-01-04 19:00:00+00:00,1,2022-01-04 14:30:00+00:00,218.18439999999998,0.3468644386147362,217.66410334207788,218.70469665792209,-0.002678468304791672,-0.06160268483550661,0.7785714285714269,0.003577993697478984,0.47999999999998977,0.0022058823529411296,0.28000000000000114,0.0012867647058823581,0.0004880194495412912,488.0194495412912,10,-0.6399999999999864,range_v0_baseline
NLMK,2022-01-05 07:00:00+00:00,2022-01-05 11:30:00+00:00,1,2022-01-05 07:00:00+00:00,218.05360000000002,0.4537992004022428,217.37290119939667,218.73429880060337,-0.003456030994214293,-0.053548793777832566,0.5242857142857166,0.00241272763131945,1.4599999999999795,0.006718821905200089,0.7199999999999989,0.0033133916244822773,0.0015636588555858284,1564.421951519802,10,-0.30000000000001137,range_v0_baseline
NLMK,2022-01-05 14:00:00+00:00,2022-01-05 16:00:00+00:00,1,2022-01-05 14:00:00+00:00,217.87959999999998,0.4797021184536799,217.16004682231946,218.5991531776805,-0.003394535330521976,-0.013930049189757376,0.691428571428574,0.0031842524243740167,1.0,0.004605323754259925,0.6400000000000148,0.00294740720272642,0.0007236206611570355,725.1058501606574,5,0.0,range_v0_baseline
NLMK,2022-01-05 18:30:00+00:00,2022-01-05 20:30:00+00:00,1,2022-01-05 18:30:00+00:00,217.70919999999998,0.43115809875541794,217.06246285186685,218.3559371481331,-0.0033494220731140056,-0.06375298844739483,0.6614285714285748,0.0030483388857432707,0.7599999999999909,0.003502626970227629,0.5,0.002304359848833994,-0.0024751546436284624,-2482.0295026052218,5,-0.539999999999992,range_v0_baseline
NLMK,2022-01-05 20:30:00+00:00,2022-01-05 22:30:00+00:00,1,2022-01-05 20:30:00+00:00,217.5884,0.5835302835643141,216.71310457465353,218.4636954253465,-0.009230271466677426,-0.6472697913421541,0.7814285714285774,0.003624773037520073,0.9199999999999875,0.004267557287317875,0.839999999999975,0.0038964653492901706,-0.002706670932358328,-2707.4708016585046,5,-1.3000000000000114,range_v0_baseline
NLMK,2022-01-05 22:30:00+00:00,2022-01-10 06:30:00+00:00,1,2022-01-05 22:30:00+00:00,217.36039999999997,1.0068053335137386,215.85019199972936,218.87060800027058,-0.016840234007666446,-0.7118860446190483,1.0171428571428618,0.004759676448960514,1.9800000000000182,0.009265325222274301,0.5800000000000125,0.0027140851661207888,0.0006723912921348439,670.7695159049406,39,-1.0199999999999818,range_v0_baseline
NLMK,2022-01-10 15:30:00+00:00,2022-01-11 09:00:00+00:00,1,2022-01-10 15:30:00+00:00,214.12679999999997,0.9507342812105702,212.70069857818413,215.55290142181582,-0.008064380544611739,-0.10542678577560355,0.8499999999999963,0.0040018832391713575,0.8599999999999852,0.004048964218455674,0.47999999999998977,0.0022598870056496695,-0.0011680047058823806,-1165.9709953171998,23,-1.2600000000000193,range_v0_baseline
NLMK,2022-01-11 09:00:00+00:00,2022-01-11 11:00:00+00:00,1,2022-01-11 09:00:00+00:00,213.2816,1.123818853875477,211.5958717191868,214.9673282808132,-0.007696866490123907,0.013088788185931568,0.4628571428571462,0.0021870021870022027,0.6000000000000227,0.0028350028350029428,0.2600000000000193,0.00122850122850132,0.0033384771604938056,3328.7716914851817,5,-0.23999999999998067,range_v0_baseline
NLMK,2022-01-13 18:00:00+00:00,2022-01-14 07:30:00+00:00,1,2022-01-13 18:00:00+00:00,219.72,0.9654014708928409,218.27189779366074,221.16810220633926,-0.00709994538503551,-0.038636013801683945,1.087142857142853,0.004983236418879964,1.6999999999999886,0.0077924459112577405,0.6400000000000148,0.0029336266960030013,0.0013596483574244455,1360.2216085021842,15,-0.28000000000000114,range_v0_baseline
NLMK,2022-01-14 10:30:00+00:00,2022-01-14 12:00:00+00:00,1,2022-01-14 10:30:00+00:00,219.5752,0.8845850866435652,218.24832237003466,220.90207762996533,-0.006263002379139387,-0.01820905294632586,1.0371428571428598,0.004753175330627222,1.6800000000000068,0.007699358386801132,0.6000000000000227,0.0027497708524290686,-0.0024080906336088007,-2412.3814628554987,4,0.0,range_v0_baseline
NLMK,2022-01-14 12:00:00+00:00,2022-01-14 16:00:00+00:00,1,2022-01-14 12:00:00+00:00,219.44,0.9979243765067736,217.94311343523984,220.93688656476016,-0.015949690120306233,-0.6690932641114291,1.4385714285714337,0.00666190343878593,3.8000000000000114,0.017597480781698673,3.1599999999999966,0.014633694544780942,-0.0022204514399205536,-2219.051350484794,9,-2.5600000000000023,range_v0_baseline
