bin,bin_left,bin_right,count_trades,win_rate,mean_pnl_rel,pf
"(-0.185, -0.0549]",-0.185,-0.0549,24,0.4166666666666667,-0.0007985995947015333,0.4865084117618629
"(-0.0549, -0.034]",-0.0549,-0.034,24,0.375,-0.00042029877707740426,0.694414356650924
"(-0.034, -0.0272]",-0.034,-0.0272,24,0.4583333333333333,-0.0004458899392058708,0.7475562061019596
"(-0.0272, -0.0224]",-0.0272,-0.0224,24,0.375,-0.00028213625958167077,0.8129778835437252
"(-0.0224, -0.019]",-0.0224,-0.019,24,0.3333333333333333,-1.6994432032070882e-05,0.9862396707298204
"(-0.019, -0.0155]",-0.019,-0.0155,23,0.34782608695652173,-0.00041343216464599127,0.7019820676739296
"(-0.0155, -0.0125]",-0.0155,-0.0125,24,0.375,-0.00043129357633103337,0.6577161420154979
"(-0.0125, -0.00979]",-0.0125,-0.00979,24,0.5,0.00011268670013627072,1.1028334005730482
"(-0.00979, -0.00628]",-0.00979,-0.00628,24,0.4583333333333333,-0.0004897558264514417,0.6428426865629148
"(-0.00628, -0.000398]",-0.00628,-0.000398,24,0.375,-0.0010276382727031127,0.36113368591472833
