bin,bin_left,bin_right,count_trades,win_rate,mean_pnl_rel,pf
"(-1.2169999999999999, -0.624]",-1.2169999999999999,-0.624,13,0.3076923076923077,-0.0003341202537140923,0.7553900362622719
"(-0.624, -0.417]",-0.624,-0.417,13,0.38461538461538464,-0.000738338841686277,0.5819500621074549
"(-0.417, -0.339]",-0.417,-0.339,13,0.3076923076923077,-0.0006654767133381998,0.5630721288407933
"(-0.339, -0.261]",-0.339,-0.261,12,0.4166666666666667,-0.0005190293552469666,0.6289288381864518
"(-0.261, -0.204]",-0.261,-0.204,13,0.23076923076923078,-0.0018970012564333075,0.21891910411590748
"(-0.204, -0.157]",-0.204,-0.157,13,0.3076923076923077,-0.000522960087978577,0.6504326065227102
"(-0.157, -0.0861]",-0.157,-0.0861,12,0.3333333333333333,-0.000385276743619625,0.6925939842869618
"(-0.0861, -0.0497]",-0.0861,-0.0497,13,0.15384615384615385,-0.0018053679199638078,0.21190768145275798
"(-0.0497, -0.00327]",-0.0497,-0.00327,13,0.3076923076923077,-0.0008780065657150154,0.4285107857701043
"(-0.00327, 0.466]",-0.00327,0.466,13,0.46153846153846156,-4.1885712075799986e-05,0.9442054786007281
