bin,bin_left,bin_right,count_trades,win_rate,mean_pnl_rel,pf
"(-1.271, -0.588]",-1.271,-0.588,11,0.45454545454545453,-0.0006442970022784635,0.5922761602777054
"(-0.588, -0.437]",-0.588,-0.437,11,0.6363636363636364,0.0007342935862943091,1.782660684424486
"(-0.437, -0.355]",-0.437,-0.355,11,0.18181818181818182,-0.0017471776224849483,0.15327319759488517
"(-0.355, -0.268]",-0.355,-0.268,11,0.45454545454545453,-0.0003981232459659817,0.7290062628978543
"(-0.268, -0.182]",-0.268,-0.182,11,0.18181818181818182,-0.0016209967479231457,0.18600017856409265
"(-0.182, -0.121]",-0.182,-0.121,11,0.2727272727272727,-0.0013355118428153726,0.2966700931324057
"(-0.121, -0.0683]",-0.121,-0.0683,11,0.45454545454545453,-0.000526093150587,0.5335109279345136
"(-0.0683, -0.00331]",-0.0683,-0.00331,11,0.36363636363636365,-0.0002911531453137635,0.7795164180227819
"(-0.00331, 0.137]",-0.00331,0.137,11,0.36363636363636365,-0.001396552958331218,0.42839249035210175
"(0.137, 0.458]",0.137,0.458,11,0.2727272727272727,-0.0013654132466882727,0.06481195883438486
