bin_x,bin_y,count_trades,win_rate,mean_pnl_rel,pf
"(-1.172, -0.468]","(0.0214, 0.107]",13,0.38461538461538464,-0.0009608088654083769,0.3948052101644223
"(-0.241, -0.0995]","(0.00476, 0.00822]",10,0.5,-0.0008795188242397202,0.4142748168716681
"(-0.0995, -0.0196]","(-0.001, 0.00476]",11,0.36363636363636365,-0.0008395357751140183,0.33380090772910403
"(-0.0196, 0.488]","(-0.001, 0.00476]",10,0.6,0.00020214206619983995,1.2049418118594095
