hour,count_trades,win_rate,mean_pnl_rel,pf
6,1,0.0,-0.0018465792592592,0.0
7,6,0.5,0.0004678824525914333,1.5080524639111081
9,5,0.6,0.0008566267989745399,1.5146954160452177
10,22,0.2727272727272727,-0.0013266384581397909,0.21589184185119437
11,10,0.4,0.00036852340258774,1.3477505767404667
12,10,0.2,-0.0014496186596795301,0.169975962673006
13,13,0.46153846153846156,-0.0001757040010847307,0.8892540197240358
14,9,0.1111111111111111,-0.0014834694016260333,0.3088506171333721
15,6,0.5,-0.0016538795477388834,0.19374202235470314
16,7,0.2857142857142857,-0.0009682466275805572,0.27586175065798507
17,15,0.3333333333333333,-0.0008436115801860067,0.501279174242199
18,12,0.3333333333333333,-0.0005372814929159331,0.6432784006262569
19,4,0.25,-0.0005332218057471001,0.534164324627618
20,1,0.0,-0.0019937547854785,0.0
21,1,0.0,-0.0022685225505443,0.0
22,5,0.0,-0.0015997993610630998,0.0
23,1,1.0,0.0002525237410071,inf
