bin_x,bin_y,count_trades,win_rate,mean_pnl_rel,pf
"(-1.132, -0.488]","(0.0208, 0.0784]",13,0.38461538461538464,-0.0008321548272737847,0.48973264178023107
"(-0.488, -0.258]","(0.0122, 0.0208]",10,0.4,-0.00050284234235326,0.6181889202723008
"(-0.0936, -0.00874]","(-0.001, 0.00504]",15,0.26666666666666666,-0.0012451429824416,0.25226866005012927
"(-0.00874, 0.441]","(0.00504, 0.00786]",13,0.38461538461538464,-0.0005606511459575384,0.5460505549912517
