bin_x,bin_y,count_trades,win_rate,mean_pnl_rel,pf
"(-0.13, -0.0399]","(0.00864, 0.0293]",17,0.47058823529411764,-0.0005604403507640294,0.5613283695017651
"(-0.0399, -0.0257]","(0.007, 0.00864]",11,0.45454545454545453,-0.0002573832232550727,0.8076515643012181
"(-0.017, -0.00961]","(0.00427, 0.00561]",12,0.3333333333333333,-0.0011310787315065415,0.30116086917362506
"(-0.00961, -0.000325]","(0.00119, 0.00427]",19,0.42105263157894735,-0.0007331038405551526,0.48271586789708687
