year,month,count_trades,win_rate,mean_pnl_rel,pf
2022,1,28,0.25,-0.0012929405587842997,0.28858120885431143
2022,2,19,0.3684210526315789,-0.0010450060510676156,0.258391504537769
2022,4,17,0.29411764705882354,-0.0002472177689062472,0.8457161686831909
2022,5,14,0.2857142857142857,-0.0005134229852058784,0.6439168269885271
2022,6,17,0.35294117647058826,-0.0005038653224905739,0.6535378483589556
2022,7,8,0.375,-0.0003266543230091625,0.7058750631593149
2022,8,9,0.4444444444444444,0.0002934784874524506,1.3545090407041918
2022,9,15,0.5333333333333333,3.275526845981997e-05,1.0264361962325692
2022,10,18,0.4444444444444444,-0.00029654327013204436,0.8092096113135158
2022,11,15,0.4666666666666667,-0.0006753470643540133,0.5462368846820601
2022,12,18,0.3333333333333333,-0.0008458828750809556,0.46388842146598086
