symbol,trade_id,entry_dt,exit_dt,entry_price,exit_price,direction,qty,pnl_abs,pnl_rel,bars_in_trade,max_favorable_excursion,max_adverse_excursion,exit_reason
SBER,1,2022-01-05 07:30:00+00:00,2022-01-05 08:00:00+00:00,302.39,301.0,1,1243.3392539964611,-2139.9111900532926,-0.0021399111900532925,2,0.0,0.0,stop_atr
SBER,2,2022-01-05 08:30:00+00:00,2022-01-05 10:00:00+00:00,301.96,302.77,1,1102.607832939181,525.8921137438435,0.0005270198895027712,4,0.8400000000000318,0.0,signal_change
SBER,3,2022-01-05 10:30:00+00:00,2022-01-05 11:00:00+00:00,303.55,301.8,1,895.4134358060063,-1864.232865079389,-0.0018672466367713127,2,0.0,0.0,signal_change
SBER,4,2022-01-05 11:30:00+00:00,2022-01-05 14:00:00+00:00,302.07,299.63,1,781.5856847518535,-2164.6742413889383,-0.0021722298039215716,6,0.13999999999998636,-0.8299999999999841,stop_atr
SBER,5,2022-01-05 16:00:00+00:00,2022-01-05 16:30:00+00:00,299.95,299.6,1,728.4667207452151,-495.03684474959357,-0.0004978461538461272,2,0.0,0.0,signal_change
SBER,6,2022-01-10 19:30:00+00:00,2022-01-10 23:30:00+00:00,291.76,291.69,1,709.1778041597684,-277.18852735607805,-0.0002789004077471927,9,1.1100000000000136,-0.5099999999999909,signal_change
SBER,7,2022-01-11 17:30:00+00:00,2022-01-11 19:30:00+00:00,289.42,291.71,1,965.9852693216424,1902.139947541328,0.0019144212499999675,5,1.5199999999999818,0.0,signal_change
SBER,8,2022-01-12 15:30:00+00:00,2022-01-12 17:30:00+00:00,288.99,291.09,1,584.1080401298073,1039.5960739310513,0.0010443090528080266,5,1.2899999999999636,0.0,signal_change
SBER,9,2022-01-13 11:30:00+00:00,2022-01-13 14:00:00+00:00,288.07,285.61,1,1022.078548170862,-2835.420668057687,-0.002845303589743573,6,0.9700000000000273,-0.14999999999997726,stop_atr
SBER,10,2022-01-24 08:00:00+00:00,2022-01-24 09:00:00+00:00,248.49,247.96,1,710.86746515991,-570.6531228619095,-0.0005742761369443034,3,0.0,-0.20000000000001705,signal_change
SBER,11,2022-02-01 19:00:00+00:00,2022-02-01 20:00:00+00:00,263.52,262.27,1,629.1261153601517,-967.9086411032474,-0.0009746134841628948,3,0.0,-0.6299999999999955,signal_change
SBER,12,2022-02-01 21:00:00+00:00,2022-02-01 21:30:00+00:00,262.9,262.29,1,611.0926717326844,-549.0783763125535,-0.0005534212934447597,2,0.0,0.0,signal_change
SBER,13,2022-02-01 22:00:00+00:00,2022-02-01 22:30:00+00:00,262.49,262.01,1,662.0147511309232,-508.5670139810497,-0.0005128733428707765,2,0.0,0.0,signal_change
SBER,14,2022-02-02 22:00:00+00:00,2022-02-03 06:30:00+00:00,259.6,258.45,1,571.9426790197797,-820.3345248046944,-0.0008277052761747954,5,1.3999999999999773,0.0,signal_change
SBER,15,2022-02-03 08:00:00+00:00,2022-02-03 08:30:00+00:00,258.11,257.27,1,634.210645456202,-712.2166522153987,-0.0007192112534309458,2,0.0,0.0,signal_change
SBER,16,2022-02-04 07:30:00+00:00,2022-02-04 08:00:00+00:00,253.4,254.87,1,821.7006925588094,977.5304769977388,0.0009878411625148264,2,0.0,0.0,signal_change
SBER,17,2022-02-10 23:30:00+00:00,2022-02-11 06:30:00+00:00,275.2,274.9,1,666.7095722701698,-401.61917923983515,-0.00040545480769231616,2,0.0,0.0,signal_change
SBER,18,2022-02-11 08:00:00+00:00,2022-02-11 09:00:00+00:00,274.4,272.28,1,710.8685351133429,-1719.9521076550172,-0.001737082666666675,3,0.0,-0.14999999999997726,signal_change
SBER,19,2022-02-18 08:00:00+00:00,2022-02-18 10:00:00+00:00,265.06,261.95,1,553.0718267467221,-1879.4182627002474,-0.0019014400479616398,5,0.7699999999999818,-0.4700000000000273,stop_atr
SBER,20,2022-05-05 17:30:00+00:00,2022-05-06 09:30:00+00:00,124.29,124.74,1,1210.4772348400668,378.6203323766714,0.00038378650306747044,4,0.5099999999999909,0.0,signal_change
SBER,21,2022-05-06 14:30:00+00:00,2022-05-06 15:00:00+00:00,122.67,123.0,1,1140.0037899487174,221.95873790301334,0.0002249009900990081,2,0.0,0.0,signal_change
SBER,22,2022-05-12 10:30:00+00:00,2022-05-12 11:00:00+00:00,122.25,122.82,1,1373.7528187384758,597.4423533637163,0.000605225844930407,2,0.0,0.0,signal_change
SBER,23,2022-05-12 12:00:00+00:00,2022-05-12 15:30:00+00:00,122.39,120.86,1,1179.8905758921628,-1962.09431361757,-0.001986454266211601,8,0.5600000000000023,-0.3200000000000074,stop_atr
SBER,24,2022-05-13 17:00:00+00:00,2022-05-13 18:00:00+00:00,120.8,120.36,1,1172.544454466061,-671.1597555585529,-0.0006808448598130816,3,0.20000000000000284,0.0,signal_change
SBER,25,2022-05-13 18:30:00+00:00,2022-05-16 09:30:00+00:00,120.2,120.9,1,1236.901523989932,701.3355331175349,0.0007119408071748929,2,0.0,0.0,signal_change
SBER,26,2022-05-27 13:30:00+00:00,2022-05-30 09:30:00+00:00,121.7,121.6,1,1313.1561075120294,-306.9633716920232,-0.00031138344433873793,12,0.0,-0.480000000000004,signal_change
SBER,27,2022-05-30 10:30:00+00:00,2022-05-30 14:30:00+00:00,122.28,121.32,1,1813.0056771021914,-1982.43468363876,-0.002011606833114339,9,0.0,-0.769999999999996,stop_atr
SBER,28,2022-05-30 14:30:00+00:00,2022-05-30 15:00:00+00:00,121.32,121.29,1,1736.345412002111,-283.75183088395033,-0.0002885076923076695,2,0.0,0.0,signal_change
SBER,29,2022-05-30 15:30:00+00:00,2022-05-30 18:00:00+00:00,121.19,120.86,1,1755.7712489214762,-812.8272766031987,-0.0008266892857142837,6,0.29999999999999716,-0.3400000000000034,signal_change
SBER,30,2022-06-03 18:00:00+00:00,2022-06-06 09:30:00+00:00,119.13,119.26,1,1620.007892776439,-1.921329360817225,-1.955712603046523e-06,3,0.0799999999999983,0.0,signal_change
SBER,31,2022-06-07 10:30:00+00:00,2022-06-07 11:30:00+00:00,117.9,117.5,1,2359.149247180256,-1248.5797390701641,-0.00127092624356777,3,0.0,-0.12000000000000455,signal_change
SBER,32,2022-06-07 12:00:00+00:00,2022-06-07 15:00:00+00:00,117.74,118.13,1,2100.3608554608404,546.213542988581,0.0005566969418960265,7,0.39000000000000057,-0.21999999999999886,signal_change
SBER,33,2022-06-07 15:30:00+00:00,2022-06-07 17:30:00+00:00,118.4,118.85,1,2441.209055828726,779.3926092091303,0.0007939094138543239,5,0.0,-0.25,signal_change
SBER,34,2022-06-29 14:00:00+00:00,2022-06-29 14:30:00+00:00,137.99,135.56,1,1302.5490985648335,-3359.425220894148,-0.003419282575757584,2,0.0,0.0,stop_atr
SBER,35,2022-07-08 14:00:00+00:00,2022-07-08 14:30:00+00:00,132.28,132.75,1,1098.3883435698854,355.85036360805236,0.0003634334935897435,2,0.0,0.0,signal_change
SBER,36,2022-07-08 15:00:00+00:00,2022-07-08 16:30:00+00:00,132.93,132.42,1,1115.7744859920788,-731.5709310345599,-0.0007468891781936758,4,0.0,-0.5800000000000125,signal_change
SBER,37,2022-07-08 17:00:00+00:00,2022-07-11 09:30:00+00:00,132.51,132.8,1,1139.9855607161544,164.06672189829226,0.00016762728785360144,5,0.7900000000000205,0.0,signal_change
SBER,38,2022-07-11 11:30:00+00:00,2022-07-11 12:00:00+00:00,131.39,130.54,1,1157.5104200941464,-1150.0954083430167,-0.0011748577702702602,2,0.0,0.0,signal_change
SBER,39,2022-07-14 18:30:00+00:00,2022-07-15 09:30:00+00:00,125.9,126.06,1,1136.0018288960928,24.235463017665353,2.4786390041489774e-05,2,0.0,0.0,signal_change
SBER,40,2022-07-15 12:30:00+00:00,2022-07-15 13:00:00+00:00,125.95,127.29,1,1102.1869029533152,1322.6033419928258,0.0013526355877616781,2,0.0,0.0,signal_change
SBER,41,2022-07-19 14:30:00+00:00,2022-07-19 16:30:00+00:00,126.16,125.85,1,1533.2972909919529,-687.5841706859799,-0.0007022472035794209,5,0.3400000000000034,-0.0799999999999983,signal_change
SBER,42,2022-07-19 17:00:00+00:00,2022-07-19 18:00:00+00:00,126.16,127.24,1,1508.5959915284595,1418.1345414924444,0.0014493947136563785,3,0.5300000000000011,0.0,signal_change
SBER,43,2022-07-21 18:00:00+00:00,2022-07-22 09:30:00+00:00,125.41,125.5,1,1124.4184825130615,-54.02830808474877,-5.51393442622911e-05,3,0.07000000000000739,0.0,signal_change
SBER,44,2022-07-28 12:00:00+00:00,2022-07-28 13:00:00+00:00,130.9,130.76,1,1223.6529072565722,-347.3167465840945,-0.00035447850133810924,3,0.07999999999998408,0.0,signal_change
SBER,45,2022-07-28 13:30:00+00:00,2022-07-28 15:00:00+00:00,131.25,131.69,1,1212.4037715202417,357.83006153025286,0.0003653381078691376,4,0.4399999999999977,0.0,signal_change
SBER,46,2022-07-28 16:00:00+00:00,2022-07-28 17:30:00+00:00,131.21,131.98,1,1204.3280313218067,752.4906491865321,0.0007679989464442243,4,0.12000000000000455,-0.18000000000000682,signal_change
SBER,47,2022-07-28 18:00:00+00:00,2022-07-29 09:30:00+00:00,131.91,131.65,1,1388.0516830984814,-561.9041420934991,-0.0005730444893832001,3,0.0,-0.18999999999999773,signal_change
