bin,bin_left,bin_right,count_trades,win_rate,mean_pnl_rel,pf
"(-1.14, -0.636]",-1.14,-0.636,18,0.4444444444444444,0.0001107442626908333,1.0877298104041173
"(-0.636, -0.488]",-0.636,-0.488,18,0.4444444444444444,-0.0003079080731216444,0.7791308566772226
"(-0.488, -0.376]",-0.488,-0.376,18,0.4444444444444444,-0.00017866457556724437,0.8663251856222915
"(-0.376, -0.286]",-0.376,-0.286,17,0.058823529411764705,-0.002290234722548444,0.029832374260917695
"(-0.286, -0.181]",-0.286,-0.181,18,0.2222222222222222,-0.0016677247823445277,0.20826542021419023
"(-0.181, -0.124]",-0.181,-0.124,18,0.5,7.033891736942221e-05,1.0634677920834563
"(-0.124, -0.0797]",-0.124,-0.0797,17,0.29411764705882354,-0.0008055260608797881,0.4060278986401136
"(-0.0797, -0.0362]",-0.0797,-0.0362,18,0.2777777777777778,-0.0010070727951905665,0.3457383715358837
"(-0.0362, 0.0305]",-0.0362,0.0305,18,0.3888888888888889,-0.0005155476698408246,0.6434141372869772
"(0.0305, 0.463]",0.0305,0.463,18,0.5555555555555556,0.0005202609719022445,1.5581160269253886
