bin,bin_left,bin_right,count_trades,win_rate,mean_pnl_rel,pf
"(-0.001, 0.0024]",-0.001,0.0024,15,0.3333333333333333,-0.0010515959651979,0.5166912275007394
"(0.0024, 0.0056]",0.0024,0.0056,14,0.5,-0.0003964926485315572,0.6966183956002272
"(0.0056, 0.00765]",0.0056,0.00765,14,0.35714285714285715,-0.00154453745346296,0.3254289481664886
"(0.00765, 0.00926]",0.00765,0.00926,15,0.26666666666666666,-0.0006710707252896732,0.5010794195485968
"(0.00926, 0.0117]",0.00926,0.0117,14,0.14285714285714285,-0.0018709843059337354,0.15572294505528977
"(0.0117, 0.0131]",0.0117,0.0131,14,0.2857142857142857,-0.0011871649415570572,0.30941810319582597
"(0.0131, 0.0159]",0.0131,0.0159,15,0.4666666666666667,-0.00013801345141040665,0.9024450628582671
"(0.0159, 0.0208]",0.0159,0.0208,14,0.14285714285714285,-0.0013648316355827715,0.2692239560038019
"(0.0208, 0.0298]",0.0208,0.0298,14,0.5,-1.1669028002156325e-05,0.9908795845364984
"(0.0298, 0.0961]",0.0298,0.0961,15,0.6,0.0008647311622665933,2.029919608991002
