bin,bin_left,bin_right,count_trades,win_rate,mean_pnl_rel,pf
"(-1.281, -0.607]",-1.281,-0.607,15,0.6,0.0007981090173469799,1.7021976739734523
"(-0.607, -0.396]",-0.607,-0.396,14,0.21428571428571427,-0.0017437294777480855,0.24223722490492558
"(-0.396, -0.313]",-0.396,-0.313,14,0.35714285714285715,-0.001161898897701543,0.3872778880918537
"(-0.313, -0.238]",-0.313,-0.238,15,0.4666666666666667,5.644400895480026e-06,1.0049556780099376
"(-0.238, -0.139]",-0.238,-0.139,14,0.35714285714285715,-4.399239216988568e-05,0.9691091369135574
"(-0.139, -0.0702]",-0.139,-0.0702,14,0.21428571428571427,-0.001512091510739543,0.3842676033410556
"(-0.0702, -0.0475]",-0.0702,-0.0475,15,0.26666666666666666,-0.0008239083177239669,0.47527117418899417
"(-0.0475, -0.00201]",-0.0475,-0.00201,14,0.5,-0.0002454887985296,0.8241412205427473
"(-0.00201, 0.185]",-0.00201,0.185,14,0.2857142857142857,-0.0014071464288328442,0.19930410120230196
"(0.185, 0.5]",0.185,0.5,15,0.3333333333333333,-0.0012197044203420332,0.13765993287866465
