bin_x,bin_y,count_trades,win_rate,mean_pnl_rel,pf
"(-1.269, -0.517]","(0.00728, 0.0115]",10,0.2,-0.00125196416763563,0.2779770216400116
"(-1.269, -0.517]","(0.0115, 0.0199]",11,0.18181818181818182,-0.0010077124104726908,0.40486695939461176
"(-1.269, -0.517]","(0.0199, 0.113]",15,0.4,-0.0010204189168465066,0.49109318716286776
"(-0.517, -0.264]","(-0.001, 0.00409]",10,0.4,-0.00014113513136424015,0.8929536095312943
"(-0.517, -0.264]","(0.0115, 0.0199]",12,0.25,-0.0011220871442125166,0.41668534696891624
"(-0.517, -0.264]","(0.0199, 0.113]",13,0.6153846153846154,0.0002990928992182615,1.2608954879631258
"(-0.264, -0.125]","(0.0115, 0.0199]",10,0.5,0.00030988422124792,1.38938901872569
"(-0.264, -0.125]","(0.0199, 0.113]",11,0.18181818181818182,-0.0013201848602926638,0.33628253938684133
"(-0.125, -0.0275]","(-0.001, 0.00409]",11,0.2727272727272727,-0.0011287919584632821,0.3363080060339566
"(-0.125, -0.0275]","(0.00409, 0.00728]",15,0.5333333333333333,0.00048618602031031327,1.4185099961396983
"(-0.125, -0.0275]","(0.0115, 0.0199]",10,0.4,-5.3923360214980055e-05,0.9548976021527842
"(-0.0275, 0.48]","(-0.001, 0.00409]",14,0.5,-0.00017114284532630003,0.8639281015884178
"(-0.0275, 0.48]","(0.00409, 0.00728]",12,0.3333333333333333,-0.0018067994042939833,0.24522401508238317
"(-0.0275, 0.48]","(0.00728, 0.0115]",12,0.25,-0.0009345789457954166,0.28430277637865264
