bin,bin_left,bin_right,count_trades,win_rate,mean_pnl_rel,pf
"(-0.001, 0.00241]",-0.001,0.00241,13,0.38461538461538464,-0.0003883604783035925,0.7685619154897254
"(0.00241, 0.00559]",0.00241,0.00559,13,0.07692307692307693,-0.0017909569172309462,0.0835054707655076
"(0.00559, 0.00748]",0.00559,0.00748,13,0.3076923076923077,-0.0013720006485599462,0.3200377414595322
"(0.00748, 0.0093]",0.00748,0.0093,12,0.4166666666666667,-0.0010667615039521583,0.4799324571500307
"(0.0093, 0.0116]",0.0093,0.0116,13,0.23076923076923078,-0.0011432131316176691,0.27182741549410827
"(0.0116, 0.0169]",0.0116,0.0169,13,0.46153846153846156,-0.00014388672403443085,0.8593444963552489
"(0.0169, 0.0221]",0.0169,0.0221,12,0.25,-0.0011398617690691918,0.30302468941620836
"(0.0221, 0.0263]",0.0221,0.0263,13,0.46153846153846156,0.00029526780751593085,1.2879595412356504
"(0.0263, 0.0375]",0.0263,0.0375,13,0.3076923076923077,-0.0005657585619827075,0.6777625017956862
"(0.0375, 0.103]",0.0375,0.103,13,0.3076923076923077,-0.0005721097667027076,0.5146497449795131
