bin,bin_left,bin_right,count_trades,win_rate,mean_pnl_rel,pf
"(0.0007199999999999999, 0.00306]",0.0007199999999999999,0.00306,24,0.5,-0.00025740369268114163,0.8218825790231238
"(0.00306, 0.0037]",0.00306,0.0037,24,0.4166666666666667,-0.00015822884434155837,0.8746456255078358
"(0.0037, 0.00424]",0.0037,0.00424,24,0.25,-0.0012486809823483375,0.4245813921861912
"(0.00424, 0.00498]",0.00424,0.00498,24,0.4166666666666667,-0.0001948881058922665,0.8224262107799961
"(0.00498, 0.00581]",0.00498,0.00581,24,0.5,-0.0002180427666390584,0.8420756394279227
"(0.00581, 0.00672]",0.00581,0.00672,23,0.391304347826087,-0.00028921536300019566,0.8039241807427363
"(0.00672, 0.00787]",0.00672,0.00787,24,0.3333333333333333,-0.00033677153189732504,0.7386240594814935
"(0.00787, 0.00909]",0.00787,0.00909,24,0.4166666666666667,-0.0004628749547304625,0.6943805459727587
"(0.00909, 0.012]",0.00909,0.012,24,0.375,-0.0004313621585456125,0.6395517504654606
"(0.012, 0.0299]",0.012,0.0299,24,0.4166666666666667,-0.000610708042449325,0.5431354021210943
