symbol,entry_dt,exit_dt,direction,begin,ma_close,std_close,band_lower,band_upper,dist_from_ma,band_pos,atr_14,atr_14_pct,bar_range,bar_range_pct,bar_body,bar_body_pct,pnl_rel,pnl_abs,bars_in_trade,max_adverse_excursion,profile
NVTK,2022-01-05 14:30:00+00:00,2022-01-05 20:00:00+00:00,1,2022-01-05 14:30:00+00:00,1780.2680000000003,8.8188675287574,1767.039698706864,1793.4963012931364,-0.008239208928094167,-0.0544173690544536,8.342857142857172,0.00472522493365268,7.7999999999999545,0.004417761667421814,3.800000000000182,0.002152242863615871,-0.002220330479452036,-2220.3304794520363,12,-10.599999999999909,range_v2_conservative
NVTK,2022-01-05 20:00:00+00:00,2022-01-05 21:30:00+00:00,1,2022-01-05 20:00:00+00:00,1779.5,10.758214706606577,1763.3626779400902,1795.6373220599098,-0.01713964596796853,-0.445014293163659,9.028571428571452,0.005162133464020269,10.200000000000045,0.005831903945111518,6.7999999999999545,0.0038879359634076357,-0.0018726550632911345,-1868.497150176609,4,-5.7999999999999545,range_v2_conservative
NVTK,2022-01-05 21:30:00+00:00,2022-01-05 23:00:00+00:00,1,2022-01-05 21:30:00+00:00,1777.24,14.206178592572332,1755.9307321111414,1798.5492678888586,-0.024329859782584236,-0.5145820172125145,9.05714285714287,0.005223265776899002,12.200000000000045,0.007035755478662079,12.0,0.006920415224913495,-0.0021957917981072525,-2186.81358393424,4,-13.799999999999955,range_v2_conservative
NVTK,2022-01-05 23:00:00+00:00,2022-01-06 18:30:00+00:00,1,2022-01-05 23:00:00+00:00,1774.1080000000002,19.28900331742346,1745.174495023865,1803.0415049761355,-0.03275336112570383,-0.5041645498519516,11.585714285714289,0.006751581751581754,19.0,0.011072261072261072,3.400000000000091,0.0019813519813520345,0.00240637903822441,2391.277466756675,27,-8.200000000000045,range_v2_conservative
NVTK,2022-01-13 13:30:00+00:00,2022-01-13 14:00:00+00:00,1,2022-01-13 13:30:00+00:00,1788.596,14.110496310281507,1767.4302555345778,1809.7617444654222,-0.012633372768361332,-0.033787035861515366,10.499999999999984,0.005945639864099651,6.400000000000091,0.0036240090600227017,3.599999999999909,0.002038505096262689,-0.0019925428571428605,-1984.8030959046173,2,0.0,range_v2_conservative
NVTK,2022-01-13 14:00:00+00:00,2022-01-13 15:30:00+00:00,1,2022-01-13 14:00:00+00:00,1787.9360000000001,15.246782999595435,1765.065825500607,1810.8061744993934,-0.02289567411808932,-0.3949647498554559,10.371428571428558,0.005936707825660308,21.200000000000045,0.012135088723526071,19.0,0.010875787063537493,-0.002227116528925627,-2214.045210439204,4,-16.0,range_v2_conservative
NVTK,2022-01-13 15:30:00+00:00,2022-01-14 11:00:00+00:00,1,2022-01-13 15:30:00+00:00,1785.204,20.414780159962667,1754.581829760056,1815.8261702399438,-0.033275748877999375,-0.4699508482666712,11.899999999999977,0.006895352879823837,17.0,0.009850504114034072,10.799999999999955,0.006257967319503972,0.004138260504201693,4104.810067015055,27,-5.0,range_v2_conservative
NVTK,2022-01-14 13:00:00+00:00,2022-01-17 10:00:00+00:00,1,2022-01-14 13:00:00+00:00,1752.5280000000002,23.592934258771095,1717.1385986118437,1787.9174013881568,-0.02495138451425614,-0.1178120889978424,20.757142857142835,0.012147204387372913,34.799999999999955,0.020365168539325816,20.40000000000009,0.011938202247191065,0.001025902271163114,1021.8208195299383,30,-8.799999999999955,range_v2_conservative
NVTK,2022-01-17 12:00:00+00:00,2022-01-17 14:00:00+00:00,1,2022-01-17 12:00:00+00:00,1727.0919999999999,14.497245903112635,1705.346131145331,1748.8378688546688,-0.013023046832479082,-0.017155698636773322,15.528571428571402,0.009109803724376043,26.0,0.015252845242285581,3.400000000000091,0.0019946028393758603,-0.0020762772769089186,-2070.1385946153596,5,-21.0,range_v2_conservative
NVTK,2022-01-17 14:00:00+00:00,2022-01-17 17:30:00+00:00,1,2022-01-17 14:00:00+00:00,1722.4879999999998,17.727744196188567,1695.896383705717,1749.0796162942827,-0.028033867289641374,-0.4079553394876114,15.928571428571429,0.009514138949092957,15.799999999999955,0.009437343208696663,9.399999999999864,0.005614621908971367,-0.0022603408071748907,-2248.9787073723714,8,-14.400000000000091,range_v2_conservative
