bin,bin_left,bin_right,count_trades,win_rate,mean_pnl_rel,pf
"(-1.053, -0.68]",-1.053,-0.68,13,0.38461538461538464,-0.0013030901788222847,0.4287118182966002
"(-0.68, -0.468]",-0.68,-0.468,13,0.38461538461538464,-0.0006990947502856185,0.5530229230258459
"(-0.468, -0.405]",-0.468,-0.405,13,0.23076923076923078,-0.0010391943668129,0.4464135041544958
"(-0.405, -0.31]",-0.405,-0.31,12,0.5833333333333334,0.00029753582634325834,1.3485518331588309
"(-0.31, -0.222]",-0.31,-0.222,13,0.5384615384615384,0.0001713521203850154,1.1496407399921886
"(-0.222, -0.149]",-0.222,-0.149,13,0.23076923076923078,-0.0014499638796874768,0.23885341089578474
"(-0.149, -0.0603]",-0.149,-0.0603,12,0.16666666666666666,-0.0026226301594959576,0.08546492268564841
"(-0.0603, -0.0304]",-0.0603,-0.0304,13,0.15384615384615385,-0.0020464774351094924,0.14715590986329044
"(-0.0304, 0.192]",-0.0304,0.192,13,0.38461538461538464,-0.0003753089708640615,0.7260461137489364
"(0.192, 0.474]",0.192,0.474,13,0.6153846153846154,0.0005322770021063924,1.6843834825268924
