bin,bin_left,bin_right,count_trades,win_rate,mean_pnl_rel,pf
"(-0.001, 0.000948]",-0.001,0.000948,48,0.3958333333333333,-0.0007263653143097041,0.565560862411374
"(0.000948, 0.00183]",0.000948,0.00183,47,0.425531914893617,-0.0003659985030805872,0.7372623693281904
"(0.00183, 0.00267]",0.00183,0.00267,47,0.5319148936170213,-0.00035330013603658,0.7455371071838574
"(0.00267, 0.00369]",0.00267,0.00369,47,0.40425531914893614,-0.000502352971600451,0.6500147358294858
"(0.00369, 0.00514]",0.00369,0.00514,48,0.4791666666666667,8.861454986776466e-05,1.0663911715689005
"(0.00514, 0.0065]",0.00514,0.0065,47,0.425531914893617,-0.0004762149322243213,0.6576610338536971
"(0.0065, 0.00821]",0.0065,0.00821,47,0.40425531914893614,-0.00030309079226180634,0.7866962205157816
"(0.00821, 0.0114]",0.00821,0.0114,47,0.5319148936170213,0.00041148694485400024,1.395105877479188
"(0.0114, 0.017]",0.0114,0.017,47,0.48936170212765956,0.00010739294780294025,1.0860348411948786
"(0.017, 0.102]",0.017,0.102,48,0.4583333333333333,7.131255895371934e-05,1.0593450927114432
