symbol,entry_dt,exit_dt,direction,begin,ma_close,std_close,band_lower,band_upper,dist_from_ma,band_pos,atr_14,atr_14_pct,bar_range,bar_range_pct,bar_body,bar_body_pct,pnl_rel,pnl_abs,bars_in_trade,max_adverse_excursion
SNGS,2022-01-05 21:00:00+00:00,2022-01-05 22:00:00+00:00,1,2022-01-05 21:00:00+00:00,40.0483,0.16504362441237852,39.80073456338143,40.29586543661856,-0.006824259706404491,-0.05197527516953879,0.168214285714286,0.004229146089611214,0.14500000000000313,0.003645505971087445,0.08500000000000085,0.002137020741671926,-0.0032589205944797968,-3258.920594479797,3,-0.2149999999999963
SNGS,2022-01-05 22:00:00+00:00,2022-01-05 23:00:00+00:00,1,2022-01-05 22:00:00+00:00,40.0212,0.20806092121964329,39.70910861817053,40.33329138182947,-0.0187700518725075,-0.7034936620109318,0.1992857142857137,0.005074757175597497,0.42499999999999716,0.01082251082251075,0.30999999999999517,0.007894066717596005,-0.0024974017921147295,-2489.262957981716,3,-0.21000000000000085
SNGS,2022-01-05 23:00:00+00:00,2022-01-10 06:30:00+00:00,1,2022-01-05 23:00:00+00:00,39.9838,0.2991425842541944,39.53508612361871,40.43251387638129,-0.029231838894752487,-0.8023889626792227,0.2510714285714281,0.006468412432601523,0.3950000000000031,0.010176478165657688,0.25500000000000256,0.006569625144918268,0.001799324608819367,1788.9817606974125,38,-0.06499999999999773
SNGS,2022-01-13 13:30:00+00:00,2022-01-13 14:00:00+00:00,1,2022-01-13 13:30:00+00:00,40.4811,0.2998422884770753,40.031336567284384,40.93086343271561,-0.012255101763538997,-0.05151215496178819,0.2278571428571432,0.005698565533503644,0.3100000000000023,0.007752907340252651,0.18500000000000227,0.00462673502563467,-0.004642676489028209,-4624.295195954268,2,0.0
SNGS,2022-01-13 14:00:00+00:00,2022-01-13 22:00:00+00:00,1,2022-01-13 14:00:00+00:00,40.4531,0.36804071702427377,39.90103892446359,41.00516107553641,-0.036662208829484025,-0.8432390596991043,0.288214285714286,0.007395798966237772,1.2650000000000006,0.032460867333846566,1.0450000000000017,0.02681549910187328,-0.0018989742255266246,-1882.6743859820622,17,-0.6499999999999986
SNGS,2022-01-13 22:00:00+00:00,2022-01-14 12:00:00+00:00,1,2022-01-13 22:00:00+00:00,39.965,0.9656493004339384,38.516526049349096,41.41347395065091,-0.03753284123608157,-0.01778632240018479,0.2810714285714267,0.007307199494902552,0.06999999999999318,0.0018198362147404958,0.05999999999999517,0.001559859612634737,-0.0024783415501906177,-2452.4028028037606,16,-0.09000000000000341
SNGS,2022-01-14 12:00:00+00:00,2022-01-14 12:30:00+00:00,1,2022-01-14 12:00:00+00:00,39.2944,0.9942367804050404,37.80304482939244,40.785755170607565,-0.03777637525957899,0.0023318290453668367,0.30392857142857316,0.008038311860052185,0.9750000000000014,0.025786828881248385,0.6699999999999946,0.017720179846601285,-0.002963344300822543,-2925.062117661846,2,0.0
SNGS,2022-01-14 12:30:00+00:00,2022-01-14 18:00:00+00:00,1,2022-01-14 12:30:00+00:00,39.2167,1.0227786332599238,37.68253205011012,40.75086794988989,-0.05779935588665033,-0.23873919741404256,0.36785714285714427,0.009955538372317841,1.0399999999999991,0.028146143437077106,0.8349999999999937,0.02259810554803772,0.004071311456310661,4006.8070783566036,12,-0.30000000000000426
SNGS,2022-01-18 08:00:00+00:00,2022-01-18 11:30:00+00:00,1,2022-01-18 08:00:00+00:00,38.3237,0.3335045971595085,37.82344310426074,38.823956895739265,-0.019405746313638922,-0.24331808949978545,0.20178571428571246,0.005369497453052487,0.40500000000000114,0.01077700904736565,0.2950000000000017,0.007849920170303398,-0.0035710654867256945,-3528.7953944408514,8,-0.4450000000000003
SNGS,2022-01-18 11:30:00+00:00,2022-01-18 15:00:00+00:00,1,2022-01-18 11:30:00+00:00,38.1848,0.4843193835746335,37.45832092463805,38.91127907536195,-0.033646896147158135,-0.38426497305506246,0.30928571428571416,0.008381726674409598,0.4450000000000003,0.01205962059620597,0.2049999999999983,0.00555555555555551,-0.0021336517321016092,-2100.866840537126,8,-0.37999999999999545
SNGS,2022-01-18 15:00:00+00:00,2022-01-18 17:00:00+00:00,1,2022-01-18 15:00:00+00:00,37.9596,0.6927031051155461,36.92054534232668,38.99865465767332,-0.04424704159158686,-0.30823467158167106,0.3810714285714286,0.010503622617735077,0.6049999999999969,0.016675854465270035,0.25499999999999545,0.007028665931642653,-0.0023066121836926045,-2266.3237617058558,5,-0.5249999999999986
SNGS,2022-01-18 17:00:00+00:00,2022-01-19 10:00:00+00:00,1,2022-01-18 17:00:00+00:00,37.7431,0.8668768066796791,36.44278478998048,39.04341521001952,-0.06102042492535061,-0.38559296324982156,0.408571428571428,0.011528539180909368,0.6600000000000037,0.01862302483069988,0.2950000000000017,0.008323927765237068,0.004574267482517498,4484.004307552464,22,-0.09999999999999432
SNGS,2022-01-20 23:30:00+00:00,2022-01-21 17:30:00+00:00,1,2022-01-20 23:30:00+00:00,36.593700000000005,0.1945686228031199,36.30184706579533,36.88555293420468,-0.01075868250545866,-0.17448353924017848,0.17857142857142858,0.004932912391475927,0.20999999999999375,0.005801104972375517,0.15499999999999403,0.00428176795580094,-0.003383511600000027,-3331.917071416953,24,-0.3500000000000014
SNGS,2022-01-21 17:30:00+00:00,2022-01-24 10:00:00+00:00,1,2022-01-21 17:30:00+00:00,36.3297,0.27990962462742214,35.90983556305887,36.749564436941135,-0.019122095695808236,-0.3272908335142057,0.32142857142857145,0.009020024454288521,0.48499999999999943,0.013610214676581998,0.2600000000000051,0.007296197558580192,-0.0012251804444444348,-1202.4156998842595,21,-0.17999999999999972
SNGS,2022-01-24 10:00:00+00:00,2022-01-24 12:00:00+00:00,1,2022-01-24 10:00:00+00:00,35.9651,0.3128856640617366,35.49577150390739,36.43442849609261,-0.019049022524614097,-0.22987257933813443,0.22392857142857128,0.006347181729834787,0.7050000000000054,0.019982993197279066,0.5,0.014172335600907028,-0.0014223285486443442,-1394.1904186116922,5,-0.3100000000000023
SNGS,2022-01-24 12:30:00+00:00,2022-01-24 13:30:00+00:00,1,2022-01-24 12:30:00+00:00,35.8152,0.3881365213214304,35.23299521801785,36.39740478198215,-0.03309209497643444,-0.5178549169288116,0.36821428571428577,0.010632812177715441,0.9949999999999974,0.02873231302339005,0.3549999999999969,0.01025122725960141,-0.004281199999999998,-4190.5355972731095,3,-0.595000000000006
