hour,count_trades,win_rate,mean_pnl_rel,pf
6,2,0.5,-0.00010138042793965006,0.8642177271958751
7,6,0.3333333333333333,-0.00079883762344485,0.47454975240866326
8,1,1.0,0.0027489948963317,inf
9,6,0.5,0.0003397393750533833,1.3094594808249873
10,34,0.38235294117647056,-0.0007055749814442766,0.5759338761796249
11,12,0.4166666666666667,-0.00018870461058599167,0.8133062070593738
12,8,0.125,-0.002004254885878737,0.025394437281735776
13,8,0.25,-0.0022286642892201626,0.04904948699528018
14,14,0.42857142857142855,-0.0003878026369562214,0.6731584749992845
15,10,0.4,-0.00085076416156457,0.5117074999816177
16,11,0.2727272727272727,-0.001470270307757809,0.19860848151280894
17,9,0.6666666666666666,0.0005377464921006557,1.6115730923187748
18,12,0.3333333333333333,-0.001489700509121375,0.3009552654929543
19,1,1.0,0.0015303932773109,inf
20,2,0.0,-0.0037659099342642497,0.0
21,3,0.3333333333333333,-0.00021612164759966663,0.8447417215867439
22,3,0.6666666666666666,-0.00019173272017603327,0.6967836086869348
