feature_x,feature_y,bin_x_idx,bin_x_low,bin_x_high,bin_y_idx,bin_y_low,bin_y_high,trades,win_rate,pf,mean_pnl_rel,symbol,profile,share
band_pos,bar_range_pct,0,-1.7111676770571271,-0.5006577883425565,0,0.0,0.0036288556591379,2,0.0,0.0,-0.00317698648904585,CHMF,range_v0_aggressive,8.659133220764602e-05
band_pos,bar_range_pct,0,-1.7111676770571271,-0.5006577883425565,0,0.0,0.0036288556591379,2,0.0,0.0,-0.00317698648904585,CHMF,range_v0_baseline,8.659133220764602e-05
band_pos,bar_range_pct,0,-1.7111676770571271,-0.5006577883425565,0,0.0,0.0036288556591379,2,0.0,0.0,-0.00317698648904585,CHMF,range_v0_conservative,8.659133220764602e-05
band_pos,bar_range_pct,0,-1.7111676770571271,-0.5006577883425565,0,0.0,0.0036288556591379,2,0.0,0.0,-0.00317698648904585,CHMF,range_v2_aggressive,8.659133220764602e-05
band_pos,bar_range_pct,0,-1.7111676770571271,-0.5006577883425565,0,0.0,0.0036288556591379,2,0.0,0.0,-0.00317698648904585,CHMF,range_v2_balanced,8.659133220764602e-05
band_pos,bar_range_pct,0,-1.7111676770571271,-0.5006577883425565,0,0.0,0.0036288556591379,2,0.0,0.0,-0.00317698648904585,CHMF,range_v2_conservative,8.659133220764602e-05
band_pos,bar_range_pct,0,-1.7111676770571271,-0.5006577883425565,0,0.0,0.0036288556591379,2,0.0,0.0,-0.00317698648904585,CHMF,,8.659133220764602e-05
band_pos,bar_range_pct,0,-1.7111676770571271,-0.5006577883425565,0,0.0,0.0036288556591379,2,1.0,inf,0.00210137748078305,GMKN,range_v0_aggressive,8.659133220764602e-05
band_pos,bar_range_pct,0,-1.7111676770571271,-0.5006577883425565,0,0.0,0.0036288556591379,2,1.0,inf,0.00210137748078305,GMKN,range_v0_baseline,8.659133220764602e-05
band_pos,bar_range_pct,0,-1.7111676770571271,-0.5006577883425565,0,0.0,0.0036288556591379,2,1.0,inf,0.00210137748078305,GMKN,range_v0_conservative,8.659133220764602e-05
band_pos,bar_range_pct,0,-1.7111676770571271,-0.5006577883425565,0,0.0,0.0036288556591379,2,1.0,inf,0.00210137748078305,GMKN,range_v2_aggressive,8.659133220764602e-05
band_pos,bar_range_pct,0,-1.7111676770571271,-0.5006577883425565,0,0.0,0.0036288556591379,2,1.0,inf,0.00210137748078305,GMKN,range_v2_balanced,8.659133220764602e-05
band_pos,bar_range_pct,0,-1.7111676770571271,-0.5006577883425565,0,0.0,0.0036288556591379,2,1.0,inf,0.00210137748078305,GMKN,range_v2_conservative,8.659133220764602e-05
band_pos,bar_range_pct,0,-1.7111676770571271,-0.5006577883425565,0,0.0,0.0036288556591379,2,1.0,inf,0.00210137748078305,GMKN,,8.659133220764602e-05
band_pos,bar_range_pct,0,-1.7111676770571271,-0.5006577883425565,0,0.0,0.0036288556591379,1,1.0,inf,0.0057809640340218,LKOH,range_v0_aggressive,4.329566610382301e-05
band_pos,bar_range_pct,0,-1.7111676770571271,-0.5006577883425565,0,0.0,0.0036288556591379,1,1.0,inf,0.0057809640340218,LKOH,range_v0_baseline,4.329566610382301e-05
band_pos,bar_range_pct,0,-1.7111676770571271,-0.5006577883425565,0,0.0,0.0036288556591379,1,1.0,inf,0.0057809640340218,LKOH,range_v0_conservative,4.329566610382301e-05
band_pos,bar_range_pct,0,-1.7111676770571271,-0.5006577883425565,0,0.0,0.0036288556591379,1,1.0,inf,0.0057809640340218,LKOH,range_v2_aggressive,4.329566610382301e-05
band_pos,bar_range_pct,0,-1.7111676770571271,-0.5006577883425565,0,0.0,0.0036288556591379,1,1.0,inf,0.0057809640340218,LKOH,range_v2_balanced,4.329566610382301e-05
band_pos,bar_range_pct,0,-1.7111676770571271,-0.5006577883425565,0,0.0,0.0036288556591379,1,1.0,inf,0.0057809640340218,LKOH,range_v2_conservative,4.329566610382301e-05
band_pos,bar_range_pct,0,-1.7111676770571271,-0.5006577883425565,0,0.0,0.0036288556591379,1,1.0,inf,0.0057809640340218,LKOH,,4.329566610382301e-05
band_pos,bar_range_pct,0,-1.7111676770571271,-0.5006577883425565,0,0.0,0.0036288556591379,3,0.6666666666666666,2.901366940865792,0.0013930981551801,MGNT,range_v0_aggressive,0.000129886998311469
band_pos,bar_range_pct,0,-1.7111676770571271,-0.5006577883425565,0,0.0,0.0036288556591379,3,0.6666666666666666,2.901366940865792,0.0013930981551801,MGNT,range_v0_baseline,0.000129886998311469
