bin,bin_left,bin_right,count_trades,win_rate,mean_pnl_rel,pf
"(0.0012499999999999998, 0.00327]",0.0012499999999999998,0.00327,13,0.23076923076923078,-0.002413476023489546,0.17118490053702276
"(0.00327, 0.00404]",0.00327,0.00404,13,0.23076923076923078,-0.0016914312395215154,0.25652883523130743
"(0.00404, 0.00527]",0.00404,0.00527,13,0.23076923076923078,-0.001548971434774346,0.18498445394481522
"(0.00527, 0.00588]",0.00527,0.00588,12,0.3333333333333333,-0.0008968420207593835,0.47662749411988486
"(0.00588, 0.00659]",0.00588,0.00659,13,0.46153846153846156,-0.0004788665112481383,0.6171341147444814
"(0.00659, 0.0074]",0.00659,0.0074,13,0.38461538461538464,-0.00034976793603997693,0.7659999275823136
"(0.0074, 0.00847]",0.0074,0.00847,12,0.3333333333333333,-0.0005934434307356915,0.6119772333570178
"(0.00847, 0.0101]",0.00847,0.0101,13,0.46153846153846156,0.00029082926956363844,1.286408670465237
"(0.0101, 0.0135]",0.0101,0.0135,13,0.46153846153846156,-0.0003984967968920077,0.7009707196898901
"(0.0135, 0.0287]",0.0135,0.0287,13,0.5384615384615384,-0.0003899126005263415,0.753231019056848
