bin,bin_left,bin_right,count_trades,win_rate,mean_pnl_rel,pf
"(-0.13, -0.051]",-0.13,-0.051,15,0.3333333333333333,-0.0013552594467446802,0.260929006779938
"(-0.051, -0.0399]",-0.051,-0.0399,14,0.42857142857142855,-0.00042882438797262144,0.6571632999664669
"(-0.0399, -0.0309]",-0.0399,-0.0309,14,0.35714285714285715,-0.0004987660523565428,0.6424352258314762
"(-0.0309, -0.0257]",-0.0309,-0.0257,14,0.35714285714285715,-0.00023351040067820002,0.7975469811976028
"(-0.0257, -0.0213]",-0.0257,-0.0213,14,0.42857142857142855,-0.0006175824955239857,0.6264159495219762
"(-0.0213, -0.017]",-0.0213,-0.017,14,0.5,-0.0005619291205548356,0.724070805761437
"(-0.017, -0.0138]",-0.017,-0.0138,14,0.21428571428571427,-0.0016645656769931072,0.18811355994445114
"(-0.0138, -0.00961]",-0.0138,-0.00961,14,0.42857142857142855,-0.00064385865497725,0.5232929805384893
"(-0.00961, -0.00622]",-0.00961,-0.00622,14,0.35714285714285715,-0.0010178948497546643,0.3962290248553517
"(-0.00622, -0.000325]",-0.00622,-0.000325,15,0.4666666666666667,-0.0007354205463841201,0.41465328342557123
