year,month,count_trades,win_rate,mean_pnl_rel,pf
2022,1,30,0.3,-0.0008442812433320133,0.4453603042064222
2022,2,19,0.2631578947368421,-0.0009747366066768749,0.3656776820563021
2022,4,19,0.3157894736842105,-0.0005314124890884977,0.6205012908588797
2022,5,10,0.5,0.00023273596938214,1.2537091666133222
2022,6,9,0.5555555555555556,0.00016477015022978904,1.1333214589617904
2022,7,7,0.2857142857142857,-0.0006831312809124428,0.5734900773177674
2022,8,8,0.625,0.000952859778083175,2.47092395185078
2022,9,24,0.375,-0.0008207674105294511,0.4633391915355709
2022,10,15,0.5333333333333333,-0.0005804007525189733,0.6685291360051006
2022,11,16,0.3125,-0.0011787018966888832,0.4512517212618835
2022,12,15,0.4,-0.0005320813884862999,0.6689645182640009
