bin_x,bin_y,count_trades,win_rate,mean_pnl_rel,pf
"(-1.2169999999999999, -0.417]","(0.0415, 0.123]",12,0.25,-0.0012678526669338247,0.3517761964464377
"(-0.417, -0.261]","(0.0242, 0.0415]",10,0.4,-0.00037769629591066995,0.7219844155486689
"(-0.0497, 0.466]","(-0.001, 0.00967]",11,0.45454545454545453,-0.0004916165980426364,0.6444468952763736
