bin,bin_left,bin_right,count_trades,win_rate,mean_pnl_rel,pf
"(-0.001, 0.00338]",-0.001,0.00338,17,0.29411764705882354,-0.0010822282607099235,0.38363075911353134
"(0.00338, 0.00504]",0.00338,0.00504,17,0.4117647058823529,-0.0010703454919391588,0.3836862953283789
"(0.00504, 0.00625]",0.00504,0.00625,17,0.47058823529411764,-0.00021039817160547146,0.816807179611112
"(0.00625, 0.00786]",0.00625,0.00786,16,0.375,-0.0010258054448444374,0.35504873491379446
"(0.00786, 0.0101]",0.00786,0.0101,17,0.47058823529411764,-0.0004026135897323529,0.7059705596519947
"(0.0101, 0.0122]",0.0101,0.0122,17,0.4117647058823529,-0.0006693239730751647,0.5341822084363607
"(0.0122, 0.0167]",0.0122,0.0167,16,0.4375,-0.0007377360496788438,0.585415131556555
"(0.0167, 0.0208]",0.0167,0.0208,17,0.5294117647058824,-0.0003461090331773235,0.7471837982779095
"(0.0208, 0.0293]",0.0208,0.0293,17,0.47058823529411764,-0.00039722053192181166,0.7535149725642843
"(0.0293, 0.0784]",0.0293,0.0784,17,0.47058823529411764,-0.0003665758447348941,0.7049499438528228
