bin,bin_left,bin_right,count_trades,win_rate,mean_pnl_rel,pf
"(-0.153, -0.0654]",-0.153,-0.0654,14,0.7142857142857143,0.0007924320254343428,1.9957556989897187
"(-0.0654, -0.0484]",-0.0654,-0.0484,14,0.2857142857142857,-0.0010686562381476785,0.3969256193648644
"(-0.0484, -0.0362]",-0.0484,-0.0362,13,0.3076923076923077,-0.0010916411538334386,0.3924190537251603
"(-0.0362, -0.0303]",-0.0362,-0.0303,14,0.42857142857142855,-0.00017853115690820003,0.8394311343614412
"(-0.0303, -0.027]",-0.0303,-0.027,14,0.14285714285714285,-0.0011956188920341428,0.3553823481863312
"(-0.027, -0.0204]",-0.027,-0.0204,13,0.38461538461538464,-0.0011860554900358432,0.37847634213319714
"(-0.0204, -0.017]",-0.0204,-0.017,14,0.07142857142857142,-0.0019593722588070925,0.07547451820713538
"(-0.017, -0.0135]",-0.017,-0.0135,13,0.3076923076923077,-0.0008435593922856847,0.5062107541654229
"(-0.0135, -0.00842]",-0.0135,-0.00842,14,0.6428571428571429,2.7524092021121442e-05,1.0264181222611874
"(-0.00842, -0.000461]",-0.00842,-0.000461,14,0.5,-0.0008601434159028216,0.405512804498304
