bin,bin_left,bin_right,count_trades,win_rate,mean_pnl_rel,pf
"(-0.001, 0.000941]",-0.001,0.000941,18,0.4444444444444444,0.00024080738657877228,1.2057324813638535
"(0.000941, 0.00301]",0.000941,0.00301,18,0.5,-5.788035051016665e-05,0.9587215693432509
"(0.00301, 0.00512]",0.00301,0.00512,18,0.2222222222222222,-0.0017136622921680778,0.15057319794437907
"(0.00512, 0.00692]",0.00512,0.00692,17,0.5294117647058824,0.00021947752298421189,1.2403476192957177
"(0.00692, 0.00996]",0.00692,0.00996,18,0.2222222222222222,-0.0012107511393108722,0.30485037165243384
"(0.00996, 0.0119]",0.00996,0.0119,18,0.16666666666666666,-0.0015231712768367693,0.08035229732274704
"(0.0119, 0.0142]",0.0119,0.0142,17,0.29411764705882354,-0.0012121120103583058,0.34898770681039276
"(0.0142, 0.0196]",0.0142,0.0196,18,0.3333333333333333,-0.0005257568563237612,0.667831823388878
"(0.0196, 0.0273]",0.0196,0.0273,18,0.4444444444444444,5.9463401627016634e-05,1.0446855136581166
"(0.0273, 0.0659]",0.0273,0.0659,18,0.5,-0.00023090856343180297,0.792482480677993
