bin_x,bin_y,count_trades,win_rate,mean_pnl_rel,pf
"(-1.053, -0.468]","(0.014, 0.0202]",10,0.3,-0.0019366035984104402,0.24417202904624027
"(-1.053, -0.468]","(0.0202, 0.0778]",10,0.5,1.6005261315459864e-06,1.0012659342201038
"(-0.149, -0.0304]","(-0.001, 0.0058]",10,0.2,-0.00296819124387961,0.090153403860395
