bin,bin_left,bin_right,count_trades,win_rate,mean_pnl_rel,pf
"(-0.001, 0.00715]",-0.001,0.00715,13,0.3076923076923077,-0.000751542772176454,0.6011608734135566
"(0.00715, 0.00967]",0.00715,0.00967,13,0.23076923076923078,-0.001581187696067269,0.18058416410550068
"(0.00967, 0.0132]",0.00967,0.0132,13,0.3076923076923077,-0.0011643423247618692,0.3783954754007781
"(0.0132, 0.0157]",0.0132,0.0157,12,0.3333333333333333,-0.0011307797072148999,0.41994372914859673
"(0.0157, 0.0202]",0.0157,0.0202,13,0.23076923076923078,-0.0011608167417484234,0.20658911436210575
"(0.0202, 0.0242]",0.0202,0.0242,13,0.3076923076923077,-0.0012512404532078385,0.2364434747783319
"(0.0242, 0.0315]",0.0242,0.0315,12,0.4166666666666667,2.952573048509162e-05,1.0211330746042633
"(0.0315, 0.0415]",0.0315,0.0415,13,0.38461538461538464,-9.115748613515381e-05,0.9108928162434501
"(0.0415, 0.0533]",0.0415,0.0533,13,0.3076923076923077,-0.00046201976921051525,0.7143461578588224
"(0.0533, 0.123]",0.0533,0.123,13,0.38461538461538464,-0.00023905206649304614,0.7801523278289514
