year,month,count_trades,win_rate,mean_pnl_rel,pf
2022,1,23,0.391304347826087,-0.0008036329702091,0.49491231005389325
2022,2,22,0.2727272727272727,-0.0014810500067811046,0.1764669586975257
2022,4,11,0.45454545454545453,-0.0007235161352998548,0.5558312229767038
2022,5,11,0.36363636363636365,-0.0006994868539155273,0.505748316474224
2022,6,18,0.5555555555555556,0.00011139814162685002,1.0973382900121083
2022,7,10,0.8,0.0011536847327142,4.956839192645903
2022,8,5,0.6,0.0006375863626314201,1.5674499373988853
2022,9,20,0.45,-0.0009642930802464898,0.5015635383193927
2022,10,17,0.47058823529411764,-0.0007984674241451587,0.5562979412071277
2022,11,21,0.42857142857142855,3.781945110190459e-06,1.0038108730938364
2022,12,10,0.2,-0.002270838453574232,0.029855829382834306
