scope,symbol,feature_group,feature,bin_index,q_low,q_high,value_low,value_high,n_trades,pf,win_rate,mean_pnl_rel,pnl_std,pnl_sum,mae_mean,mae_p95,bars_in_trade_mean
pooled,ALL,volatility,atr_14_pct,10,0.9,1.0,0.012917271051094642,0.0299909631749378,331,0.7080865810034075,0.4169184290030212,-0.00037733618057167646,0.0025803939875191245,-0.12489827576922491,-10.130755287009068,0.0,11.102719033232628
pooled,ALL,volatility,atr_14_pct,-1,0.0,1.0,0.0010233319688907,0.0299909631749378,3307,0.6352598633168483,0.4085273661929241,-0.0005293022608057662,0.002697387017462527,-1.7504025764846691,-5.005833081342608,0.0,10.740247958875113
pooled,ALL,location,dist_from_ma,0,0.0,0.05,-0.2533739319947592,-0.0730823320725018,166,0.9287663400293775,0.5060240963855421,-9.130410216837172e-05,0.002977595338075848,-0.015156480959949706,-7.541295180722894,0.0,9.789156626506024
pooled,ALL,location,dist_from_ma,1,0.05,0.1,-0.0730823320725018,-0.05425128018012486,165,0.7094382602588024,0.38181818181818183,-0.0003901128593325767,0.0026284422915802603,-0.06436862178987515,-10.138969696969696,0.0,11.684848484848485
pooled,ALL,location,dist_from_ma,2,0.1,0.2,-0.05425128018012486,-0.03769805096230627,331,0.6927703520443577,0.3776435045317221,-0.00043008016132277323,0.0027942504764116743,-0.14235653339783794,-6.791283987915409,0.0,11.45619335347432
pooled,ALL,location,dist_from_ma,3,0.2,0.3,-0.03769805096230627,-0.03008343307231352,330,0.7405899376434597,0.4090909090909091,-0.0003494049026381072,0.002649158185662528,-0.11530361787057539,-6.215454545454547,0.0,11.854545454545455
pooled,ALL,location,dist_from_ma,4,0.3,0.4,-0.03008343307231352,-0.024064110081506,331,0.5884286162600573,0.3595166163141994,-0.0006249851795503347,0.002730466998236553,-0.20687009443116078,-6.062296072507551,0.0,10.776435045317221
pooled,ALL,location,dist_from_ma,5,0.4,0.5,-0.024064110081506,-0.0195005935667893,331,0.7019713430736345,0.3987915407854985,-0.0004288255760866429,0.0027835958376306222,-0.1419412656846788,-5.383036253776438,0.0,10.510574018126889
pooled,ALL,location,dist_from_ma,6,0.5,0.6,-0.0195005935667893,-0.01539864744455378,331,0.5147261610150584,0.35347432024169184,-0.0008037922541991898,0.0027454799673614985,-0.2660552361399318,-4.415241691842898,0.0,10.555891238670695
pooled,ALL,location,dist_from_ma,7,0.6,0.7,-0.01539864744455378,-0.012166750210120422,331,0.6543063324726736,0.4229607250755287,-0.0005082762224174048,0.002664625322819136,-0.16823942962016097,-4.526873111782479,0.0,11.598187311178247
pooled,ALL,location,dist_from_ma,8,0.7,0.8,-0.012166750210120422,-0.008847936727551856,330,0.5695547106586171,0.41515151515151516,-0.0006991106356475057,0.0028182873118733297,-0.2307065097636769,-2.7515606060606053,0.0,11.212121212121213
pooled,ALL,location,dist_from_ma,9,0.8,0.9,-0.008847936727551856,-0.005759923279664879,331,0.4718849572305507,0.3776435045317221,-0.0008583519061524158,0.0025962395457048274,-0.28411448093644964,-2.6423564954682788,0.0,10.879154078549849
pooled,ALL,location,dist_from_ma,10,0.9,1.0,-0.005759923279664879,-2.3618628193799293e-05,331,0.6797206406848311,0.525679758308157,-0.00036133134127692214,0.0022653896977360482,-0.11960067396266123,-2.4217824773413885,0.0,7.8217522658610275
pooled,ALL,location,dist_from_ma,-1,0.0,1.0,-0.2533739319947592,-2.3618628193799293e-05,3307,0.6352598633168483,0.4085273661929241,-0.0005293022608057662,0.002697387017462527,-1.7504025764846691,-5.005833081342608,0.0,10.740247958875113
pooled,ALL,location,band_pos,0,0.0,0.05,-1.765365297149278,-0.7864457489819225,166,0.8407479791682455,0.4759036144578313,-0.00024668216026167423,0.003245795925280627,-0.040949238603437924,-5.016445783132534,0.0,13.813253012048193
pooled,ALL,location,band_pos,1,0.05,0.1,-0.7864457489819225,-0.6313104916672949,165,0.7363039508010102,0.4303030303030303,-0.0004208939882882371,0.0031178239343105873,-0.06944750806755912,-5.558303030303033,0.0,13.018181818181818
pooled,ALL,location,band_pos,2,0.1,0.2,-0.6313104916672949,-0.453750727166041,331,0.7049031600466993,0.4108761329305136,-0.00044738605639298867,0.002833958582798204,-0.14808478466607924,-6.410181268882177,0.0,12.057401812688822
pooled,ALL,location,band_pos,3,0.2,0.3,-0.453750727166041,-0.3423383899618205,330,0.7679606413571928,0.41818181818181815,-0.0003367951280069309,0.002912157054314739,-0.1111423922422872,-5.16589393939394,0.0,11.375757575757575
pooled,ALL,location,band_pos,4,0.3,0.4,-0.3423383899618205,-0.2505485470669955,331,0.5186157316393694,0.37462235649546827,-0.0007589327676827536,0.0026874499782043215,-0.25120674610299143,-5.814728096676737,0.0,11.818731117824774
pooled,ALL,location,band_pos,5,0.4,0.5,-0.2505485470669955,-0.1724664188543843,331,0.48434618053203415,0.36555891238670696,-0.0008337074626038653,0.0025988597800664995,-0.2759571701218794,-4.74688821752266,0.0,10.613293051359516
pooled,ALL,location,band_pos,6,0.5,0.6,-0.1724664188543843,-0.11010807171939038,331,0.6960637805621921,0.41389728096676737,-0.0004446141866930392,0.002823860991645565,-0.14716729579539597,-4.1674320241691865,0.0,10.332326283987916
pooled,ALL,location,band_pos,7,0.6,0.7,-0.11010807171939038,-0.05949431243567285,331,0.6277687235882201,0.40181268882175225,-0.0005305287476629395,0.002623431822495881,-0.17560501547643298,-4.626767371601207,0.0,11.06344410876133
pooled,ALL,location,band_pos,8,0.7,0.8,-0.05949431243567285,-0.017078782269006054,330,0.634488559546069,0.41818181818181815,-0.0005056083217574545,0.0025917569721065916,-0.16685074617995999,-4.440893939393936,0.0,11.345454545454546
pooled,ALL,location,band_pos,9,0.8,0.9,-0.017078782269006054,0.15182675855944866,331,0.5987323984063441,0.38972809667673713,-0.000555867803866775,0.002525346575961342,-0.18399224307990253,-4.7685951661631405,0.0,9.646525679758309
pooled,ALL,location,band_pos,10,0.9,1.0,0.15182675855944866,0.4996513928999424,331,0.5137402243369431,0.44108761329305135,-0.0005432034303971547,0.001981943193117449,-0.17980033546145818,-4.614833836858008,0.0,5.75226586102719
pooled,ALL,location,band_pos,-1,0.0,1.0,-1.765365297149278,0.4996513928999424,3307,0.6352598633168483,0.4085273661929241,-0.0005293022608057662,0.002697387017462527,-1.7504025764846691,-5.005833081342608,0.0,10.740247958875113
pooled,ALL,bar_shape,bar_range_pct,0,0.0,0.05,0.0,0.0,229,0.654554139219663,0.4366812227074236,-0.0005428630209331742,0.003056204036833105,-0.1243156317936969,-2.529344978165936,0.0,6.698689956331878
pooled,ALL,bar_shape,bar_range_pct,1,0.05,0.1,0.0,0.0019855107649864603,331,0.6284857452848874,0.43202416918429004,-0.00056667544602163,0.0028815262108257355,-0.18756957263315951,-2.2777492447129886,0.0,7.758308157099698
pooled,ALL,bar_shape,bar_range_pct,2,0.1,0.2,0.0019855107649864603,0.00404663275359344,331,0.5344854201893493,0.4229607250755287,-0.0006749464582601313,0.002518782437666059,-0.22340727768410346,-2.18557401812689,0.0,9.894259818731118
pooled,ALL,bar_shape,bar_range_pct,3,0.2,0.3,0.00404663275359344,0.005661445606163699,330,0.5962371105756327,0.4212121212121212,-0.0005814417215488707,0.002634440383856568,-0.19187576811112733,-3.3284848484848486,0.0,10.49090909090909
pooled,ALL,bar_shape,bar_range_pct,4,0.3,0.4,0.005661445606163699,0.007368188235261722,331,0.592892442751812,0.3776435045317221,-0.0005871788470597679,0.0025566883784588247,-0.19435619837678317,-3.8403323262839884,0.0,10.595166163141993
pooled,ALL,bar_shape,bar_range_pct,5,0.4,0.5,0.007368188235261722,0.009100758396533,331,0.5876802573046777,0.3957703927492447,-0.0005947217921916492,0.0026695725339354,-0.19685291321543588,-4.123398791540783,0.0,11.492447129909365
pooled,ALL,bar_shape,bar_range_pct,6,0.5,0.6,0.009100758396533,0.01167147292938338,331,0.574780285393396,0.39274924471299094,-0.0006327812670538303,0.0026520950277803454,-0.20945059939481786,-5.209516616314196,0.0,11.41691842900302
pooled,ALL,bar_shape,bar_range_pct,7,0.6,0.7,0.01167147292938338,0.01491640646707956,331,0.6287869666746021,0.38368580060422963,-0.0005499291418786792,0.0027182692304889735,-0.1820265459618428,-5.578474320241695,0.0,10.861027190332326
pooled,ALL,bar_shape,bar_range_pct,8,0.7,0.8,0.01491640646707956,0.019382634490277946,330,0.750927506795904,0.42727272727272725,-0.00034541982812031567,0.002675050957660192,-0.11398854327970417,-6.0575606060606075,0.0,11.912121212121212
pooled,ALL,bar_shape,bar_range_pct,9,0.8,0.9,0.019382634490277946,0.02776338091780742,331,0.6466308390448113,0.38368580060422963,-0.0005320012653982974,0.002738152683181519,-0.17609241884683643,-7.736646525679758,0.0,11.776435045317221
pooled,ALL,bar_shape,bar_range_pct,10,0.9,1.0,0.02776338091780742,0.1449649575802286,331,0.8254794385389158,0.4471299093655589,-0.00023665147290508488,0.002876235500220642,-0.07833163753158309,-9.759471299093661,0.0,11.214501510574019
pooled,ALL,bar_shape,bar_range_pct,-1,0.0,1.0,0.0,0.1449649575802286,3307,0.6352598633168483,0.4085273661929241,-0.0005293022608057662,0.002697387017462527,-1.7504025764846691,-5.005833081342608,0.0,10.740247958875113
pooled,ALL,bar_shape,bar_body_pct,0,0.0,0.05,0.0,0.0,239,0.6473414291222973,0.4351464435146444,-0.0005536136354936177,0.003029723019652447,-0.13231365888297464,-2.556820083682006,0.0,6.7531380753138075
pooled,ALL,bar_shape,bar_body_pct,1,0.05,0.1,0.0,0.0006461162337484402,331,0.6299321639633829,0.4350453172205438,-0.0005458364494500709,0.002815718378529698,-0.18067186476797345,-2.945287009063443,0.0,8.08761329305136
pooled,ALL,bar_shape,bar_body_pct,2,0.1,0.2,0.0006461162337484402,0.0020764372670742403,331,0.6100773893890925,0.40483383685800606,-0.0005373986217643033,0.002558285165577425,-0.17787894380398436,-2.884743202416917,0.0,9.761329305135952
pooled,ALL,bar_shape,bar_body_pct,3,0.2,0.3,0.0020764372670742403,0.00315088548491168,330,0.6652571845284254,0.4666666666666667,-0.000446401804769469,0.0025658836803392386,-0.1473125955739248,-2.8400000000000007,0.0,10.457575757575757
pooled,ALL,bar_shape,bar_body_pct,4,0.3,0.4,0.00315088548491168,0.00437046659946474,331,0.5296390164984425,0.3806646525679758,-0.0006980782914811505,0.0025937851909595493,-0.2310639144802608,-3.884516616314199,0.0,10.972809667673715
pooled,ALL,bar_shape,bar_body_pct,5,0.4,0.5,0.00437046659946474,0.0057954216169226,331,0.5457710606491073,0.37462235649546827,-0.0006897084975207257,0.0026264809641562783,-0.2282935126793602,-3.701812688821752,0.0,11.311178247734139
pooled,ALL,bar_shape,bar_body_pct,6,0.5,0.6,0.0057954216169226,0.00749721260531472,331,0.6144965350854991,0.39274924471299094,-0.0005832884305655462,0.0027804174040555675,-0.19306847051719578,-4.3389425981873115,0.0,11.259818731117825
pooled,ALL,bar_shape,bar_body_pct,7,0.6,0.7,0.00749721260531472,0.009631500249579796,331,0.59788663041243,0.3867069486404834,-0.000621518724448236,0.0026908610704800165,-0.20572269779236613,-6.311148036253777,0.0,11.365558912386707
pooled,ALL,bar_shape,bar_body_pct,8,0.7,0.8,0.009631500249579796,0.013050704065220022,330,0.7516068977791793,0.4212121212121212,-0.0003375380379350644,0.0026587281740047385,-0.11138755251857126,-6.387015151515153,0.0,11.33939393939394
pooled,ALL,bar_shape,bar_body_pct,9,0.8,0.9,0.013050704065220022,0.019120595941352743,331,0.5857581711582092,0.3564954682779456,-0.0006550331373026812,0.002728808740013608,-0.21681596844718748,-6.9311027190332375,0.0,11.3987915407855
pooled,ALL,bar_shape,bar_body_pct,10,0.9,1.0,0.019120595941352743,0.1028325123152709,331,0.8645587164657407,0.4652567975830816,-0.00017903050400614837,0.0028840094758997552,-0.059259096826035106,-9.828655589123873,0.0,11.49546827794562
pooled,ALL,bar_shape,bar_body_pct,-1,0.0,1.0,0.0,0.1028325123152709,3307,0.6352598633168483,0.4085273661929241,-0.0005293022608057662,0.002697387017462527,-1.7504025764846691,-5.005833081342608,0.0,10.740247958875113
pooled,ALL,location,z_ma,0,0.0,0.05,-0.1778821297969373,-0.02251587954983295,166,0.5235583612897434,0.3674698795180723,-0.0008141237521734925,0.00283832363813829,-0.13514454286079974,-0.26048192771084366,0.0,12.204819277108435
pooled,ALL,location,z_ma,1,0.05,0.1,-0.02251587954983295,-0.013854782946566812,165,0.7471250217365019,0.4484848484848485,-0.00036795239541776125,0.002907800954819985,-0.06071214524393061,-0.6223030303030297,0.0,10.957575757575757
pooled,ALL,location,z_ma,2,0.1,0.2,-0.013854782946566812,-0.008446369269158127,331,0.5958752570053976,0.3957703927492447,-0.0006354666229895235,0.0028625108334578296,-0.21033945220953226,-0.7828096676737171,0.0,11.172205438066465
pooled,ALL,location,z_ma,3,0.2,0.3,-0.008446369269158127,-0.005980094156648477,330,0.7007359270193669,0.42424242424242425,-0.00040404964656371367,0.0026798179165160823,-0.13333638336602552,-1.476484848484849,0.0,11.242424242424242
pooled,ALL,location,z_ma,4,0.3,0.4,-0.005980094156648477,-0.00438422388581004,331,0.7583939131968148,0.4199395770392749,-0.0003522536939725227,0.002883104126702561,-0.11659597270490502,-2.128610271903323,0.0,11.012084592145015
pooled,ALL,location,z_ma,5,0.4,0.5,-0.00438422388581004,-0.00337038016882883,331,0.7190763152690883,0.4169184290030212,-0.00038005677622567443,0.0025753238278474607,-0.12579879293069823,-2.609637462235649,0.0,11.98489425981873
pooled,ALL,location,z_ma,6,0.5,0.6,-0.00337038016882883,-0.002571914199758297,331,0.7668098541831366,0.4501510574018127,-0.00032690887095506945,0.00282338555542631,-0.108206836286128,-3.1326888217522666,0.0,10.72809667673716
pooled,ALL,location,z_ma,7,0.6,0.7,-0.002571914199758297,-0.001934556783889233,331,0.6478285786528539,0.40483383685800606,-0.0005268641162129531,0.0027874187822199254,-0.1743920224664875,-4.707069486404837,0.0,11.764350453172206
pooled,ALL,location,z_ma,8,0.7,0.8,-0.001934556783889233,-0.001305555922396697,330,0.5033860726667809,0.35454545454545455,-0.000774517915640681,0.002627815296570263,-0.2555909121614247,-7.122606060606061,0.0,11.06969696969697
pooled,ALL,location,z_ma,9,0.8,0.9,-0.001305555922396697,-0.000524962940139882,331,0.6160159052561904,0.4169184290030212,-0.0005431514763671062,0.0025962167014428306,-0.17978313867751217,-12.264924471299095,0.0,9.528700906344412
pooled,ALL,location,z_ma,10,0.9,1.0,-0.000524962940139882,-1.9000664958363833e-06,331,0.43028064406981925,0.3957703927492447,-0.0007518013656958024,0.0021220677582111055,-0.24884625204531058,-15.373262839879155,0.0,7.311178247734139
pooled,ALL,location,z_ma,-1,0.0,1.0,-0.1778821297969373,-1.9000664958363833e-06,3307,0.6352598633168483,0.4085273661929241,-0.0005293022608057662,0.002697387017462527,-1.7504025764846691,-5.005833081342608,0.0,10.740247958875113
pooled,ALL,range_width,band_width_pct,0,0.0,0.05,0.0029723532723279437,0.008069826551080347,166,0.6869697003200186,0.5240963855421686,-0.0004360797477843729,0.00267179620648329,-0.07238923813220591,-1.1271084337349415,0.0,11.44578313253012
pooled,ALL,range_width,band_width_pct,1,0.05,0.1,0.008069826551080347,0.010670481700001488,165,0.6050114666221075,0.42424242424242425,-0.0006485144601350401,0.0028558314402842926,-0.1070048859222816,-1.816666666666668,0.0,11.248484848484848
pooled,ALL,range_width,band_width_pct,2,0.1,0.2,0.010670481700001488,0.014952676374344406,331,0.5610490026787583,0.3957703927492447,-0.000696190077265141,0.0027887474696561055,-0.23043891557476168,-2.3691238670694856,0.0,12.23262839879154
pooled,ALL,range_width,band_width_pct,3,0.2,0.3,0.014952676374344406,0.01932402662757845,330,0.6545515829159836,0.43636363636363634,-0.0005433343453700713,0.0028725351203352715,-0.17930033397212355,-3.3568636363636344,0.0,11.542424242424243
pooled,ALL,range_width,band_width_pct,4,0.3,0.4,0.01932402662757845,0.02410275659600214,331,0.6075263570940966,0.41389728096676737,-0.0006187518493810689,0.002773283819630629,-0.2048068621451338,-4.101012084592141,0.0,10.743202416918429
pooled,ALL,range_width,band_width_pct,5,0.4,0.5,0.02410275659600214,0.029328966880985775,331,0.6366028705989751,0.39274924471299094,-0.0005335499435661649,0.00267933201496505,-0.17660503132040056,-5.050317220543811,0.0,10.851963746223564
pooled,ALL,range_width,band_width_pct,6,0.5,0.6,0.029328966880985775,0.0360529657727195,331,0.5844699467154528,0.3776435045317221,-0.0006263072846773053,0.002675018906081453,-0.20730771122818806,-6.12749244712991,0.0,10.380664652567976
pooled,ALL,range_width,band_width_pct,7,0.6,0.7,0.0360529657727195,0.04458551517501171,331,0.7869065733185266,0.4169184290030212,-0.00027950711990967357,0.002742033218480249,-0.09251685669010196,-5.352462235649545,0.0,10.95166163141994
pooled,ALL,range_width,band_width_pct,8,0.7,0.8,0.04458551517501171,0.05629775912984324,330,0.5238439496589762,0.36666666666666664,-0.0006695244678451667,0.002498165711567037,-0.220943074388905,-6.5044090909090935,0.0,10.033333333333333
pooled,ALL,range_width,band_width_pct,9,0.8,0.9,0.05629775912984324,0.07631239698694076,331,0.5816076331759257,0.3716012084592145,-0.0005791156715252882,0.002460407082539865,-0.1916872872748704,-8.005256797583082,0.0,9.954682779456194
pooled,ALL,range_width,band_width_pct,10,0.9,1.0,0.07631239698694076,0.5529700714732604,331,0.8166152595670062,0.4380664652567976,-0.00021874546148561522,0.002654507208652854,-0.07240474775173864,-7.712522658610273,0.0,9.347432024169184
pooled,ALL,range_width,band_width_pct,-1,0.0,1.0,0.0029723532723279437,0.5529700714732604,3307,0.6352598633168483,0.4085273661929241,-0.0005293022608057662,0.002697387017462527,-1.7504025764846691,-5.005833081342608,0.0,10.740247958875113
pooled,ALL,location,edge_proximity,0,0.0,0.05,-1.765365297149278,-0.7864457489819225,166,0.8407479791682455,0.4759036144578313,-0.00024668216026167423,0.003245795925280627,-0.040949238603437924,-5.016445783132534,0.0,13.813253012048193
pooled,ALL,location,edge_proximity,1,0.05,0.1,-0.7864457489819225,-0.6313104916672949,165,0.7363039508010102,0.4303030303030303,-0.0004208939882882371,0.0031178239343105873,-0.06944750806755912,-5.558303030303033,0.0,13.018181818181818
pooled,ALL,location,edge_proximity,2,0.1,0.2,-0.6313104916672949,-0.453750727166041,331,0.7049031600466993,0.4108761329305136,-0.00044738605639298867,0.002833958582798204,-0.14808478466607924,-6.410181268882177,0.0,12.057401812688822
pooled,ALL,location,edge_proximity,3,0.2,0.3,-0.453750727166041,-0.3423383899618205,330,0.7679606413571928,0.41818181818181815,-0.0003367951280069309,0.002912157054314739,-0.1111423922422872,-5.16589393939394,0.0,11.375757575757575
pooled,ALL,location,edge_proximity,4,0.3,0.4,-0.3423383899618205,-0.2505485470669955,331,0.5186157316393694,0.37462235649546827,-0.0007589327676827536,0.0026874499782043215,-0.25120674610299143,-5.814728096676737,0.0,11.818731117824774
pooled,ALL,location,edge_proximity,5,0.4,0.5,-0.2505485470669955,-0.1724664188543843,331,0.48434618053203415,0.36555891238670696,-0.0008337074626038653,0.0025988597800664995,-0.2759571701218794,-4.74688821752266,0.0,10.613293051359516
pooled,ALL,location,edge_proximity,6,0.5,0.6,-0.1724664188543843,-0.11010807171939038,331,0.6960637805621921,0.41389728096676737,-0.0004446141866930392,0.002823860991645565,-0.14716729579539597,-4.1674320241691865,0.0,10.332326283987916
pooled,ALL,location,edge_proximity,7,0.6,0.7,-0.11010807171939038,-0.05949431243567285,331,0.6277687235882201,0.40181268882175225,-0.0005305287476629395,0.002623431822495881,-0.17560501547643298,-4.626767371601207,0.0,11.06344410876133
pooled,ALL,location,edge_proximity,8,0.7,0.8,-0.05949431243567285,-0.017078782269006054,330,0.634488559546069,0.41818181818181815,-0.0005056083217574545,0.0025917569721065916,-0.16685074617995999,-4.440893939393936,0.0,11.345454545454546
pooled,ALL,location,edge_proximity,9,0.8,0.9,-0.017078782269006054,0.15182675855944866,331,0.5987323984063441,0.38972809667673713,-0.000555867803866775,0.002525346575961342,-0.18399224307990253,-4.7685951661631405,0.0,9.646525679758309
pooled,ALL,location,edge_proximity,10,0.9,1.0,0.15182675855944866,0.4996513928999424,331,0.5137402243369431,0.44108761329305135,-0.0005432034303971547,0.001981943193117449,-0.17980033546145818,-4.614833836858008,0.0,5.75226586102719
pooled,ALL,location,edge_proximity,-1,0.0,1.0,-1.765365297149278,0.4996513928999424,3307,0.6352598633168483,0.4085273661929241,-0.0005293022608057662,0.002697387017462527,-1.7504025764846691,-5.005833081342608,0.0,10.740247958875113
pooled,ALL,volatility,range_vs_atr,0,0.0,0.05,0.0,0.0,229,0.654554139219663,0.4366812227074236,-0.0005428630209331742,0.003056204036833105,-0.1243156317936969,-2.529344978165936,0.0,6.698689956331878
pooled,ALL,volatility,range_vs_atr,1,0.05,0.1,0.0,0.4486782830429205,331,0.5729363519141182,0.3987915407854985,-0.0006350400482782238,0.0027402250824165326,-0.21019825598009206,-3.4159818731117797,0.0,7.673716012084592
pooled,ALL,volatility,range_vs_atr,2,0.1,0.2,0.4486782830429205,0.8296088039200036,331,0.5614644317344056,0.38972809667673713,-0.000562856557643823,0.0022819496946549617,-0.1863055205801054,-4.179909365558916,0.0,10.120845921450151
pooled,ALL,volatility,range_vs_atr,3,0.2,0.3,0.8296088039200036,1.0764990914597137,330,0.5364325878074684,0.396969696969697,-0.0006330327692540967,0.002371123680107918,-0.2089008138538519,-5.642090909090904,0.0,10.357575757575757
pooled,ALL,volatility,range_vs_atr,4,0.3,0.4,1.0764990914597137,1.3406537865818704,331,0.5805849230976196,0.4108761329305136,-0.0005923298129838804,0.002596590519572815,-0.19606116809766438,-4.157160120845927,0.0,11.09667673716012
pooled,ALL,volatility,range_vs_atr,5,0.4,0.5,1.3406537865818704,1.6327543424317674,331,0.67280010949092,0.4078549848942598,-0.00043590321596751494,0.0025080511398358858,-0.14428396448524744,-4.8591993957703945,0.0,11.586102719033233
pooled,ALL,volatility,range_vs_atr,6,0.5,0.6,1.6327543424317674,1.9511718586222901,331,0.6954191306739089,0.45317220543806647,-0.00041297164857893854,0.0026256727872513413,-0.13669361567962865,-5.774471299093649,0.0,11.18429003021148
pooled,ALL,volatility,range_vs_atr,7,0.6,0.7,1.9511718586222901,2.366240189226999,331,0.5856387618367898,0.3806646525679758,-0.0006448153222756288,0.002705712705200201,-0.21343387167323313,-6.530453172205441,0.0,11.223564954682779
pooled,ALL,volatility,range_vs_atr,8,0.7,0.8,2.366240189226999,2.8657053680372004,330,0.6964966555599378,0.41515151515151516,-0.0004504737704594344,0.0028344567359129096,-0.14865634425161334,-6.583590909090915,0.0,11.845454545454546
pooled,ALL,volatility,range_vs_atr,9,0.8,0.9,2.8657053680372004,3.749850853836794,331,0.8413424320177358,0.4652567975830816,-0.00022283018558939369,0.002865152188873614,-0.07375679143008931,-4.52018126888218,0.0,11.685800604229607
pooled,ALL,volatility,range_vs_atr,10,0.9,1.0,3.749850853836794,8.205816554809886,331,0.619549347458702,0.3685800604229607,-0.0006946710462514293,0.003276748540229428,-0.22993611630922312,-4.398036253776434,0.0,10.652567975830816
pooled,ALL,volatility,range_vs_atr,-1,0.0,1.0,0.0,8.205816554809886,3307,0.6352598633168483,0.4085273661929241,-0.0005293022608057662,0.002697387017462527,-1.7504025764846691,-5.005833081342608,0.0,10.740247958875113
pooled,ALL,bar_shape,body_vs_range,0,0.0,0.05,0.0,0.22181571815716114,154,0.7266083005885694,0.42857142857142855,-0.00032150894442940287,0.002390930900520213,-0.04951237744212804,-5.032597402597398,0.0,10.805194805194805
pooled,ALL,bar_shape,body_vs_range,1,0.05,0.1,0.22181571815716114,0.33333333333330933,154,0.6605676358924663,0.42207792207792205,-0.0004683766095722762,0.0026138132774802926,-0.07212999787413053,-3.8185714285714303,0.0,10.74025974025974
pooled,ALL,bar_shape,body_vs_range,2,0.1,0.2,0.33333333333330933,0.45677018633540284,308,0.7040141204156788,0.43506493506493504,-0.0003767434574404605,0.0024828044659990695,-0.11603698489166182,-4.725616883116881,0.0,11.75
pooled,ALL,bar_shape,body_vs_range,3,0.2,0.3,0.45677018633540284,0.541689944134068,308,0.5736503736775448,0.37987012987012986,-0.0006235445684017647,0.0026025364149859305,-0.19205172706774354,-5.870211038961042,0.0,10.896103896103897
pooled,ALL,bar_shape,body_vs_range,4,0.3,0.4,0.541689944134068,0.612478149791578,307,0.6782142309152699,0.41042345276872966,-0.00044668151918998,0.0025835930752582813,-0.13713122639132386,-4.854674267100978,0.0,10.31270358306189
pooled,ALL,bar_shape,body_vs_range,5,0.4,0.5,0.612478149791578,0.6699056603773645,308,0.5894971793248439,0.37337662337662336,-0.000649890417392399,0.0027776269764532187,-0.2001662485568589,-5.856363636363634,0.0,10.727272727272727
pooled,ALL,bar_shape,body_vs_range,6,0.5,0.6,0.6699056603773645,0.7272727272727483,308,0.5568481853384003,0.3961038961038961,-0.00061097301482729,0.0022935848741152502,-0.18817968856680534,-5.311071428571431,0.0,11.551948051948052
pooled,ALL,bar_shape,body_vs_range,7,0.6,0.7,0.7272727272727483,0.7884389140271644,307,0.5035976173760394,0.36807817589576547,-0.0008108338630288463,0.0027755402191679797,-0.2489259959498558,-5.776009771986971,0.0,10.667752442996743
