hour,count_trades,win_rate,mean_pnl_rel,pf
6,3,0.3333333333333333,-0.0021273926416424667,0.34702779342228995
7,6,0.6666666666666666,0.0012733797768792333,2.811194302986085
8,1,0.0,-0.0038839824324324,0.0
9,6,0.5,-0.0018480436286836832,0.18858388463300663
10,15,0.13333333333333333,-0.0019489211606356332,0.06509444188447425
11,14,0.2857142857142857,-0.0011962994771718212,0.3492691132995135
12,5,0.4,-0.00116343273787292,0.3179857061578575
13,10,0.4,-6.667409009036012e-05,0.9405265741857896
14,9,0.1111111111111111,-0.0024905845836827667,0.09485047725986023
15,9,0.4444444444444444,-0.0003621104983382222,0.7243754721740021
16,7,0.42857142857142855,-0.0001248894318123469,0.8725802460421557
17,9,0.5555555555555556,0.0004246122863382111,1.4524849339466726
18,11,0.36363636363636365,-0.0008450418119528635,0.4309315078410463
19,1,1.0,0.0016051041055718,inf
21,1,1.0,0.002112497032258,inf
22,1,1.0,0.0026862367666231,inf
23,2,0.0,-0.00135131388888885,0.0
