feature_x,feature_y,bin_x_idx,bin_x_low,bin_x_high,bin_y_idx,bin_y_low,bin_y_high,trades,win_rate,pf,mean_pnl_rel,symbol,profile,share
atr_14_pct,bar_body_pct,0,0.0010233319688907,0.0032467532467532,0,0.0,0.001825293350717,12,0.5,1.1233597959677974,0.00013985560024916665,CHMF,range_v0_aggressive,0.000519547993245876
atr_14_pct,bar_body_pct,0,0.0010233319688907,0.0032467532467532,0,0.0,0.001825293350717,12,0.5,1.1233597959677974,0.00013985560024916665,CHMF,range_v0_baseline,0.000519547993245876
atr_14_pct,bar_body_pct,0,0.0010233319688907,0.0032467532467532,0,0.0,0.001825293350717,12,0.5,1.1233597959677974,0.00013985560024916665,CHMF,range_v0_conservative,0.000519547993245876
atr_14_pct,bar_body_pct,0,0.0010233319688907,0.0032467532467532,0,0.0,0.001825293350717,12,0.5,1.1233597959677974,0.00013985560024916665,CHMF,range_v2_aggressive,0.000519547993245876
atr_14_pct,bar_body_pct,0,0.0010233319688907,0.0032467532467532,0,0.0,0.001825293350717,12,0.5,1.1233597959677974,0.00013985560024916665,CHMF,range_v2_balanced,0.000519547993245876
atr_14_pct,bar_body_pct,0,0.0010233319688907,0.0032467532467532,0,0.0,0.001825293350717,12,0.5,1.1233597959677974,0.00013985560024916665,CHMF,range_v2_conservative,0.000519547993245876
atr_14_pct,bar_body_pct,0,0.0010233319688907,0.0032467532467532,0,0.0,0.001825293350717,12,0.5,1.1233597959677974,0.00013985560024916665,CHMF,,0.000519547993245876
atr_14_pct,bar_body_pct,0,0.0010233319688907,0.0032467532467532,0,0.0,0.001825293350717,1,0.0,0.0,-0.006374296993464,GAZP,range_v0_aggressive,4.329566610382301e-05
atr_14_pct,bar_body_pct,0,0.0010233319688907,0.0032467532467532,0,0.0,0.001825293350717,1,0.0,0.0,-0.006374296993464,GAZP,range_v0_baseline,4.329566610382301e-05
atr_14_pct,bar_body_pct,0,0.0010233319688907,0.0032467532467532,0,0.0,0.001825293350717,1,0.0,0.0,-0.006374296993464,GAZP,range_v0_conservative,4.329566610382301e-05
atr_14_pct,bar_body_pct,0,0.0010233319688907,0.0032467532467532,0,0.0,0.001825293350717,1,0.0,0.0,-0.006374296993464,GAZP,range_v2_aggressive,4.329566610382301e-05
atr_14_pct,bar_body_pct,0,0.0010233319688907,0.0032467532467532,0,0.0,0.001825293350717,1,0.0,0.0,-0.006374296993464,GAZP,range_v2_balanced,4.329566610382301e-05
atr_14_pct,bar_body_pct,0,0.0010233319688907,0.0032467532467532,0,0.0,0.001825293350717,1,0.0,0.0,-0.006374296993464,GAZP,range_v2_conservative,4.329566610382301e-05
atr_14_pct,bar_body_pct,0,0.0010233319688907,0.0032467532467532,0,0.0,0.001825293350717,1,0.0,0.0,-0.006374296993464,GAZP,,4.329566610382301e-05
atr_14_pct,bar_body_pct,0,0.0010233319688907,0.0032467532467532,0,0.0,0.001825293350717,6,0.3333333333333333,0.28362663502691504,-0.001917511201907433,GMKN,range_v0_aggressive,0.000259773996622938
atr_14_pct,bar_body_pct,0,0.0010233319688907,0.0032467532467532,0,0.0,0.001825293350717,6,0.3333333333333333,0.28362663502691504,-0.001917511201907433,GMKN,range_v0_baseline,0.000259773996622938
atr_14_pct,bar_body_pct,0,0.0010233319688907,0.0032467532467532,0,0.0,0.001825293350717,6,0.3333333333333333,0.28362663502691504,-0.001917511201907433,GMKN,range_v0_conservative,0.000259773996622938
atr_14_pct,bar_body_pct,0,0.0010233319688907,0.0032467532467532,0,0.0,0.001825293350717,6,0.3333333333333333,0.28362663502691504,-0.001917511201907433,GMKN,range_v2_aggressive,0.000259773996622938
