bin,bin_left,bin_right,count_trades,win_rate,mean_pnl_rel,pf
"(0.0014199999999999998, 0.00441]",0.0014199999999999998,0.00441,18,0.2222222222222222,-0.0014864031467472832,0.2687278231034099
"(0.00441, 0.0064]",0.00441,0.0064,18,0.5,-0.0004461660935494444,0.7032331662587346
"(0.0064, 0.00759]",0.0064,0.00759,18,0.3333333333333333,-0.0010036434701731168,0.35493837699936776
"(0.00759, 0.00938]",0.00759,0.00938,17,0.23529411764705882,-0.0010666901851622058,0.3996400661628306
"(0.00938, 0.0107]",0.00938,0.0107,18,0.2777777777777778,-0.0007360193983609888,0.5678896567698591
"(0.0107, 0.0119]",0.0107,0.0119,18,0.3888888888888889,1.3415117059727804e-05,1.0118218714857854
"(0.0119, 0.0129]",0.0119,0.0129,17,0.4117647058823529,-0.0005055643492305412,0.6651056938425265
"(0.0129, 0.0147]",0.0129,0.0147,18,0.3333333333333333,-0.0007651819276769,0.5231541866462276
"(0.0147, 0.0199]",0.0147,0.0199,18,0.4444444444444444,0.00012057782022981134,1.1308471773429845
"(0.0199, 0.0299]",0.0199,0.0299,18,0.5,-0.00011101965786207222,0.8967440464456773
