bin,bin_left,bin_right,count_trades,win_rate,mean_pnl_rel,pf
"(0.00098, 0.0043]",0.00098,0.0043,14,0.42857142857142855,-0.0008920852518085002,0.5452075962864817
"(0.0043, 0.00498]",0.0043,0.00498,14,0.2857142857142857,-0.0010990080269592073,0.3636313879477226
"(0.00498, 0.00576]",0.00498,0.00576,13,0.46153846153846156,-9.06989643364385e-05,0.9443274737565257
"(0.00576, 0.00644]",0.00576,0.00644,14,0.42857142857142855,-0.0009789789727773254,0.39184256589329897
"(0.00644, 0.00761]",0.00644,0.00761,14,0.21428571428571427,-0.0012969268105899074,0.15724598885859448
"(0.00761, 0.00866]",0.00761,0.00866,13,0.15384615384615385,-0.0016927434156448766,0.13964213772467782
"(0.00866, 0.00997]",0.00866,0.00997,14,0.42857142857142855,-0.0005424563147675073,0.62231556419689
"(0.00997, 0.0121]",0.00997,0.0121,13,0.3076923076923077,-0.0008773978944796615,0.39697890753864956
"(0.0121, 0.016]",0.0121,0.016,14,0.5,-5.65920200395001e-05,0.9501020205570434
"(0.016, 0.028]",0.016,0.028,14,0.5714285714285714,-3.847368975514325e-06,0.9964069457179904
