bin_x,bin_y,count_trades,win_rate,mean_pnl_rel,pf
"(-0.164, -0.027]","(0.00503, 0.00791]",24,0.5416666666666666,2.4669574936883354e-05,1.0169211990833933
"(-0.164, -0.027]","(0.00791, 0.0294]",63,0.3968253968253968,-6.403160026684854e-05,0.9413024261000545
"(-0.027, -0.019]","(0.00297, 0.00384]",12,0.5,0.0002743755596757416,1.1576124673145323
"(-0.027, -0.019]","(0.00384, 0.00503]",23,0.30434782608695654,-0.0004819059513422217,0.6736191497026353
"(-0.027, -0.019]","(0.00503, 0.00791]",32,0.59375,0.0005931923154660933,1.672684070291874
"(-0.027, -0.019]","(0.00791, 0.0294]",26,0.46153846153846156,-6.364448419560387e-05,0.9390205284257187
"(-0.019, -0.0122]","(0.00297, 0.00384]",27,0.5185185185185185,0.0006197305181640926,1.6619997422631534
"(-0.019, -0.0122]","(0.00384, 0.00503]",36,0.5555555555555556,-0.00045809162133349604,0.691911926711876
"(-0.019, -0.0122]","(0.00503, 0.00791]",22,0.4090909090909091,-0.000497269471757482,0.6318937631524366
"(-0.0122, -0.00755]","(0.00015999999999999999, 0.00297]",41,0.3170731707317073,-0.0013944065204358584,0.39607575246911375
"(-0.0122, -0.00755]","(0.00297, 0.00384]",22,0.4090909090909091,-0.00026425632920151364,0.8285871024130994
"(-0.0122, -0.00755]","(0.00384, 0.00503]",20,0.5,0.00025719482809378493,1.2402998658831026
"(-0.0122, -0.00755]","(0.00503, 0.00791]",11,0.2727272727272727,-0.0009554774446729909,0.31428692518811485
"(-0.00755, -4.99e-05]","(0.00015999999999999999, 0.00297]",48,0.5416666666666666,-2.2921065022681287e-05,0.9828824629397298
"(-0.00755, -4.99e-05]","(0.00297, 0.00384]",30,0.4,-0.0005625563916858168,0.587566692314667
"(-0.00755, -4.99e-05]","(0.00384, 0.00503]",11,0.36363636363636365,-0.0012419120663654728,0.22664942212592754
