bin_x,bin_y,count_trades,win_rate,mean_pnl_rel,pf
"(-0.12, -0.046]","(0.0107, 0.0285]",16,0.375,-0.0007235259122643668,0.5727142472550723
"(-0.0134, -0.00137]","(0.0015699999999999998, 0.00491]",10,0.3,-0.0013003021427641201,0.269729984407384
