symbol,trades,total_pnl,total_return,win_rate,gross_profit,gross_loss,pf,max_drawdown,equity0,equity_final,circuit_breaker_hit,circuit_breaker_time,entry_ai_mode,entry_ai_threshold,entry_ai_top_pct,entry_ai_trend_mode,entry_ai_trend_threshold,entry_ai_trend_top_pct,entry_ai_trend_slope_k,entry_ai_signal_bars,entry_ai_trend_bars,entry_ai_allowed,entry_ai_blocked
SBER,34,35385.91286163164,0.03538591286163164,0.5588235294117647,113740.5591280276,78354.64626639597,1.451612183166828,-0.019410050996863285,1000000.0,1035385.9128616317,False,,top_pct,0.5155378752117878,0.15,off,,0.3,0.00025,298,0,45,253
GAZP,51,9180.996678809206,0.009180996678809205,0.5294117647058824,136204.73918689042,127023.74250808121,1.0722778001775937,-0.022043963005549727,1000000.0,1009180.9966788096,False,,top_pct,0.516964010048194,0.15,off,,0.3,0.00025,548,0,83,465
LKOH,40,-13893.041504430636,-0.013893041504430636,0.5,82645.31747470565,96538.35897913629,0.8560878634011877,-0.04436529170298506,1000000.0,986106.9584955692,False,,top_pct,0.5143427409335875,0.15,off,,0.3,0.00025,397,0,61,336
GMKN,57,64052.206319023266,0.06405220631902327,0.5614035087719298,193695.0417728141,129642.83545379082,1.4940666878722635,-0.020496140759027576,1000000.0,1064052.2063190239,False,,top_pct,0.5169324377449305,0.15,off,,0.3,0.00025,689,0,104,585
YNDX,38,-13112.07511549757,-0.013112075115497569,0.42105263157894735,96097.940583534,109210.01569903157,0.8799370640909646,-0.060288112364088535,1000000.0,986887.9248845024,False,,top_pct,0.5162302864675532,0.15,off,,0.3,0.00025,318,0,48,270
ROSN,38,27219.275035511066,0.027219275035511064,0.5789473684210527,118355.77567288604,91136.50063737498,1.2986649130167334,-0.04371697861248014,1000000.0,1027219.2750355111,False,,top_pct,0.5205742797995891,0.15,off,,0.3,0.00025,554,0,84,470
NVTK,74,1219.7777006691074,0.0012197777006691074,0.5,198844.25457253258,197624.47687186347,1.0061721995168644,-0.06673763627689805,1000000.0,1001219.777700669,False,,top_pct,0.5170049458556983,0.15,off,,0.3,0.00025,865,0,130,735
NLMK,60,-42303.560829850794,-0.042303560829850796,0.4666666666666667,135180.9307605513,177484.4915904021,0.7616492548121965,-0.0684401656797518,1000000.0,957696.4391701493,False,,top_pct,0.5173366291701742,0.15,off,,0.3,0.00025,717,0,109,608
MTSS,29,41237.86497353049,0.04123786497353049,0.6551724137931034,96084.94817440578,54847.0832008753,1.7518697908236691,-0.019732963038618177,1000000.0,1041237.8649735306,False,,top_pct,0.5195777900852209,0.15,off,,0.3,0.00025,398,0,67,331
TATN,48,-3376.8678366002396,-0.0033768678366002396,0.5,128665.91078125048,132042.7786178507,0.974425955951947,-0.033209995744092946,1000000.0,996623.1321633994,False,,top_pct,0.5168646079524903,0.15,off,,0.3,0.00025,536,0,81,455
CHMF,59,43026.63524543121,0.04302663524543121,0.559322033898305,182525.57362517304,139498.93837974183,1.3084370085190526,-0.026865289607420316,1000000.0,1043026.6352454311,False,,top_pct,0.5181028146800248,0.15,off,,0.3,0.00025,792,0,119,673
SNGS,56,180899.30518918828,0.1808993051891883,0.6607142857142857,277883.9932256956,96984.68803650736,2.8652357279439147,-0.019429049999999955,1000000.0,1180899.3051891888,False,,top_pct,0.5170588171929852,0.15,off,,0.3,0.00025,656,0,100,556
PIKK,72,-28199.151232846565,-0.028199151232846564,0.4583333333333333,182125.6531233851,210324.80435623167,0.8659256984968589,-0.05845295656387369,1000000.0,971800.8487671533,False,,top_pct,0.5166892836353488,0.15,off,,0.3,0.00025,1164,0,175,989
PLZL,46,-31446.6848094926,-0.0314466848094926,0.5,113691.25138963584,145137.93619912845,0.7833324240855407,-0.052974253864999876,1000000.0,968553.3151905073,False,,top_pct,0.5174298939010115,0.15,off,,0.3,0.00025,738,0,111,627
MGNT,41,51782.64896759645,0.05178264896759645,0.6097560975609756,139728.29761373444,87945.64864613797,1.5888028545443043,-0.026931155703841546,1000000.0,1051782.6489675965,False,,top_pct,0.5172949573735959,0.15,off,,0.3,0.00025,542,0,82,460
VKCO,99,60194.62262498969,0.060194622624989695,0.5151515151515151,337237.22320530255,277042.6005803129,1.2172756915322833,-0.060425131298382936,1000000.0,1060194.6226249894,False,,top_pct,0.5151294428267038,0.15,off,,0.3,0.00025,1361,0,205,1156
OZON,66,39704.399385502344,0.03970439938550235,0.5303030303030303,205828.00615799785,166123.60677249552,1.2390051610177057,-0.03861242761135585,1000000.0,1039704.3993855021,False,,top_pct,0.5134686886186578,0.15,off,,0.3,0.00025,539,0,81,458
