symbol,segment,trades,pf,win_rate,calmar,total_return,max_drawdown
CHMF,trend,21,2.1719571354054352,0.6190476190476191,1.6401842443914023,0.02286981945196609,-0.013943445396557896
CHMF,nontrend,96,0.9825391340266478,0.5157894736842106,0.03275485515174766,0.0024223239703138333,-0.07395312722622704
GAZP,trend,19,0.5638718646242896,0.47368421052631576,-0.7645471485541895,-0.023679270634596516,-0.030971628995511424
GAZP,nontrend,73,1.157950758928833,0.5205479452054794,0.6062445814573175,0.0313566589884926,-0.0517227863927725
GMKN,trend,10,2.3004574637673567,0.5555555555555556,0.6292081282661109,0.007959531541859688,-0.012650077429535944
GMKN,nontrend,93,1.3857301267722466,0.5806451612903226,3.702822943603983,0.09286518073758931,-0.0250795628502839
LKOH,trend,9,0.9608967241706388,0.4444444444444444,0.027959602258210325,0.00038842830948970786,-0.013892483373065367
LKOH,nontrend,49,0.6817329911225866,0.40816326530612246,-1.0,-0.04132697707800548,-0.04132697707800548
MGNT,trend,11,0.6675943860999974,0.5454545454545454,-0.6081938366160593,-0.01016601224039304,-0.016715085928782014
MGNT,nontrend,72,1.2077820570430153,0.5492957746478874,1.0444260462311024,0.042922746432761505,-0.04109697052046124
MTSS,trend,8,0.5348693657212358,0.375,-0.15053387850942063,-0.0011893846431271227,-0.0079011094041046
MTSS,nontrend,51,1.7008773660382102,0.5490196078431373,2.6978841864507683,0.06764324551263745,-0.02507270173136167
NLMK,trend,20,0.9664797913813412,0.4,-0.014155436565151312,-0.0002640406284033503,-0.018652948440557537
NLMK,nontrend,95,0.9596347001155415,0.5263157894736842,-0.39630882165403164,-0.021199443678034724,-0.0534922326219156
NVTK,trend,24,3.219788928309022,0.625,4.923954845491246,0.041764338916342014,-0.008481868787766134
NVTK,nontrend,115,0.9276184151893238,0.49122807017543857,-0.2664086850003466,-0.016566629707009728,-0.06218502113393254
OZON,trend,15,1.7424052079895747,0.4666666666666667,0.7269932789667897,0.009354366982575302,-0.012867198711754013
OZON,nontrend,84,0.9883870877865975,0.4939759036144578,-0.07621791590370083,-0.0039002832528339804,-0.05117278800645608
PIKK,trend,31,0.5908370155909322,0.4666666666666667,-0.5851339123767205,-0.02342580819932938,-0.04003495217731867
PIKK,nontrend,132,0.8687732797355661,0.4461538461538462,-0.541905802258364,-0.05404723255649502,-0.0997354749317243
PLZL,trend,15,1.5638801404581915,0.6666666666666666,0.9107602351086714,0.008869262134217237,-0.00973830629875816
PLZL,nontrend,87,1.06685779538736,0.5287356321839081,0.07118305783940523,0.004803485447769651,-0.06748074041166796
ROSN,trend,14,1.6515525440661336,0.7142857142857143,0.7190868825408079,0.009418690340199598,-0.013098125649184111
ROSN,nontrend,69,1.338426757264225,0.6231884057971014,1.7555286093447813,0.04651715391354694,-0.02649751970200509
SBER,trend,2,0.0,0.0,-1.0,-0.004488289640043552,-0.004488289640043552
SBER,nontrend,53,1.2386075801713015,0.5192307692307693,0.9607610027827094,0.0276823407686273,-0.028812931299718958
SNGS,trend,14,1.141128680205733,0.5,0.5364168883162841,0.0058713486732486775,-0.010945495567221575
SNGS,nontrend,102,2.038297520597002,0.6336633663366337,5.5556973230638995,0.215078041543048,-0.038713059592028864
TATN,trend,11,1.100976853202332,0.6363636363636364,0.8070783570050514,0.009063678874637437,-0.01123023408566104
TATN,nontrend,73,1.282582909718159,0.5833333333333334,1.3247778696769057,0.044981079131613644,-0.03395367643224889
VKCO,trend,24,1.0304073368072677,0.5416666666666666,0.036361896637571604,0.0008788164010238297,-0.024168607313947876
VKCO,nontrend,158,1.197117392729171,0.5131578947368421,1.4291817228240797,0.0849029604303686,-0.059406693406769406
YNDX,trend,12,1.9732894248343795,0.5833333333333334,0.9619852413564832,0.013270978634331021,-0.013795407729559117
YNDX,nontrend,46,0.6250948478853396,0.3333333333333333,-0.6872540992016528,-0.057948594784125174,-0.0843190238536824
