symbol,trades,pf,win_rate,calmar,total_return,max_drawdown
ALL,8370,1.0348638633459184,0.5062560153994226,2.5071637616407654,0.7747109976136088,-0.30899896108366454
CHMF,570,0.9683550080001745,0.5053003533568905,-0.20225020202095795,-0.03818529082972688,-0.18880223825818465
GAZP,432,1.1187257883046313,0.514018691588785,1.5662616237143705,0.13651348443829314,-0.08715880052947544
GMKN,514,0.9489181092277201,0.5078125,-0.4931829183302678,-0.07412715243885981,-0.15030356827812796
LKOH,272,0.7778606220834222,0.47794117647058826,-0.918723793063635,-0.168984663980274,-0.18393413260449798
MGNT,450,1.1656923007073123,0.536036036036036,3.7278911715721255,0.20129274600928926,-0.053996411575609415
MTSS,336,1.1105428071288779,0.5329341317365269,0.7821161418152905,0.091149521568467,-0.11654218177483089
NLMK,578,1.0113225545072795,0.4809688581314879,0.20937722613305415,0.024413308693612246,-0.11659963762294845
NVTK,628,0.889321733231722,0.5128205128205128,-0.8047152775202329,-0.17661603987551044,-0.21947643447227805
OZON,488,1.086798696684917,0.5020746887966805,1.111304418388965,0.11732247084316927,-0.10557185673143388
PIKK,758,0.917616574750983,0.4693333333333333,-0.6315038435642492,-0.16213746083052372,-0.2567481773593162
PLZL,518,1.0493888773854565,0.5366795366795367,0.9952619701836514,0.07343361341781995,-0.073783200421362
ROSN,420,1.121912018714079,0.5598086124401914,2.3706351912293213,0.13983168925355893,-0.05898490403369383
SBER,246,1.2668533505492658,0.5245901639344263,2.785184689072963,0.15430509436761142,-0.05540210492072295
SNGS,570,1.344620596993747,0.5368421052631579,8.06838680334166,0.5527039508284901,-0.06850241123784229
TATN,398,1.2104705149519022,0.5255102040816326,4.134390422805039,0.20533854059327106,-0.04966597722862276
VKCO,880,0.9854952227129823,0.4838709677419355,-0.3474324365717949,-0.044866018739402436,-0.12913595282612922
YNDX,312,0.7426984716519721,0.4230769230769231,-0.8791206962101765,-0.22797640649819584,-0.25932321634672584
