symbol,side,entry_time,exit_time,entry_price,exit_price,qty,pnl,pnl_rel,bars_held
YNDX,1,2022-08-19 16:00:00+00:00,2022-08-22 09:00:00+00:00,1934.0,1936.6,361.9441571871768,941.0548086866268,0.0009410548086866268,65
YNDX,1,2022-09-02 18:00:00+00:00,2022-09-05 09:00:00+00:00,2150.0,2158.0,325.8877852865491,2607.102282292393,0.0026046511627906975,63
YNDX,1,2022-09-09 14:00:00+00:00,2022-09-12 09:00:00+00:00,2055.6,2089.8,341.7414428700551,11687.557346155978,0.011646234676007098,67
YNDX,1,2022-10-18 14:00:00+00:00,2022-10-20 14:00:00+00:00,2003.8,1943.2,354.6586486206181,-21492.314106409427,-0.02116977742289647,48
YNDX,1,2022-10-28 11:00:00+00:00,2022-10-31 09:00:00+00:00,1994.8,2030.0,348.7168539359875,12274.833258546776,0.012352115500300798,70
YNDX,1,2022-11-08 14:00:00+00:00,2022-11-10 14:00:00+00:00,2137.4,2072.0,329.4716775112242,-21547.447709234093,-0.021418545896884092,48
YNDX,1,2022-11-15 14:00:00+00:00,2022-11-17 14:00:00+00:00,2124.6,2107.2,324.3573143726004,-5643.8172700832765,-0.005732843829426746,48
YNDX,1,2022-11-17 16:00:00+00:00,2022-11-21 09:00:00+00:00,2091.0,2091.0,327.6799990564173,0.0,0.0,89
YNDX,1,2022-11-25 14:00:00+00:00,2022-11-28 09:00:00+00:00,2119.0,1995.0,323.3501076106505,-40095.41334372066,-0.040962718263331754,67
YNDX,1,2022-12-01 13:00:00+00:00,2022-12-05 09:00:00+00:00,1967.4,1963.2,334.0002483919711,-1402.8010432462938,-0.0014943580359865973,92
YNDX,1,2022-12-07 10:00:00+00:00,2022-12-09 10:00:00+00:00,1983.0,1953.4,330.87752292289036,-9793.974678517525,-0.010448814926878434,48
