symbol,trades,total_pnl,total_return,win_rate,gross_profit,gross_loss,pf,max_drawdown,equity0,equity_final,circuit_breaker_hit,circuit_breaker_time
SBER,228,-120400.07939611039,-0.12040007939611039,0.5350877192982456,496928.3182413016,617328.397637412,0.8049659146462473,-0.16157606302328595,1000000.0,879599.9206038896,False,
GAZP,316,-26302.89367624293,-0.02630289367624293,0.5474683544303798,843576.0191039508,869878.9127801937,0.9697625804122817,-0.09911412205673964,1000000.0,973697.1063237574,False,
LKOH,258,-43511.71493398714,-0.04351171493398714,0.5155038759689923,617011.0219696363,660522.7369036234,0.9341253336138587,-0.10239266969851879,1000000.0,956488.2850660133,False,
GMKN,361,-18017.551984363494,-0.018017551984363493,0.5207756232686981,1064305.1886300428,1082322.7406144063,0.9833528842107342,-0.09581239958286798,1000000.0,981982.4480156364,False,
YNDX,191,3366.9704226615304,0.0033669704226615303,0.5497382198952879,490121.5850946746,486754.61467201303,1.0069171823361764,-0.07938429050739972,1000000.0,1003366.9704226615,False,
ROSN,326,-126713.13268270761,-0.12671313268270762,0.5122699386503068,848314.2745055924,975027.4071883,0.8700414657592939,-0.2035355213833847,1000000.0,873286.8673172923,False,
NVTK,331,-168532.16983586896,-0.16853216983586897,0.48942598187311176,787636.993720557,956169.163556426,0.8237423080984734,-0.19534632457853196,1000000.0,831467.8301641308,False,
NLMK,390,-90941.01128476822,-0.09094101128476821,0.5,1087621.3204731722,1178562.3317579404,0.9228373342382997,-0.18065099962694586,1000000.0,909058.9887152306,False,
MTSS,334,-218924.40105874895,-0.21892440105874894,0.48502994011976047,711255.8886222589,930180.2896810079,0.7646430444856814,-0.2644947328311845,1000000.0,781075.5989412507,False,
TATN,369,14296.890080890447,0.014296890080890447,0.5338753387533876,1051078.6535528349,1036781.7634719444,1.013789681285494,-0.09170357022907513,1000000.0,1014296.8900808902,False,
CHMF,391,-169634.75793951054,-0.16963475793951055,0.5063938618925832,952554.3851442438,1122189.1430837545,0.8488358589236058,-0.21671584376691833,1000000.0,830365.2420604895,False,
SNGS,423,-143604.31399020448,-0.14360431399020449,0.5130023640661938,1043293.8280021263,1186898.1419923308,0.8790087296377852,-0.27846059242322413,1000000.0,856395.6860097946,False,
PIKK,336,-267600.1082820847,-0.2676001082820847,0.4583333333333333,746789.2072565883,1014389.315538673,0.7361958528319272,-0.2989015340842411,1000000.0,732399.8917179153,False,
PLZL,386,-92785.89211446648,-0.09278589211446647,0.5414507772020726,891525.7047121052,984311.5968265716,0.9057352443945507,-0.17643143095578467,1000000.0,907214.1078855342,False,
MGNT,382,-270481.83670065866,-0.2704818367006587,0.4973821989528796,724911.3250963169,995393.1617969755,0.728266330248482,-0.29674177741503965,1000000.0,729518.163299342,False,
VKCO,326,-328602.90164989163,-0.32860290164989164,0.4263803680981595,582142.734765459,910745.6364153506,0.6391935481093752,-0.3707356726729502,1000000.0,671397.0983501085,False,
OZON,299,-20290.790050455103,-0.020290790050455105,0.5351170568561873,854539.649415729,874830.4394661841,0.9768060310489008,-0.07068130409961217,1000000.0,979709.2099495451,False,
