symbol,trades,total_pnl,total_return,win_rate,gross_profit,gross_loss,pf,max_drawdown,equity0,equity_final,circuit_breaker_hit,circuit_breaker_time,calmar
SBER,123,76515.06113563433,0.0765150611356343,0.5203252032520326,363245.81035854266,286730.74922290834,1.2668533505492656,-0.0554021049207229,1000000.0,1076515.0611356334,True,2022-02-11 21:30:00+00:00,1.381085813348117
GAZP,216,67827.66224460863,0.0678276622446086,0.5092592592592593,639124.456421909,571296.7941773004,1.118725788304631,-0.087158800529475,1000000.0,1067827.6622446086,False,,0.7782078439878359
LKOH,136,-80129.5014760335,-0.0801295014760335,0.4779411764705882,280587.7303248286,360717.23180086206,0.7778606220834222,-0.1049018294904798,1000000.0,919870.4985239664,True,2025-04-08 19:50:00+00:00,-0.763852278508694
GMKN,257,-34956.91657330561,-0.0349569165733056,0.5058365758754864,649373.9890531406,684330.9056264462,0.94891810922772,-0.117018220231589,1000000.0,965043.0834266944,False,,-0.29873054387703807
YNDX,156,-116690.28582635416,-0.1166902858263541,0.4230769230769231,336825.42616941006,453515.7119957642,0.7426984716519721,-0.1465817668171015,1000000.0,883309.714173646,False,,-0.7960764040452267
ROSN,210,65926.43371439204,0.065926433714392,0.5571428571428572,606697.0190084457,540770.5852940537,1.1219120187140788,-0.0589849040336939,1000000.0,1065926.433714391,True,2022-01-21 12:20:00+00:00,1.1176831562993286
NVTK,314,-91462.01807001584,-0.0914620180700158,0.5095541401273885,734915.3795947465,826377.3976647625,0.889321733231722,-0.1289257902013735,1000000.0,908537.9819299852,True,2025-02-12 20:00:00+00:00,-0.7094159975840226
NLMK,289,8621.207766378478,0.0086212077663784,0.4809688581314879,770040.1756181789,761418.9678518004,1.0113225545072797,-0.1165996376229482,1000000.0,1008621.2077663792,False,,0.07393854682685261
MTSS,168,51303.29577246792,0.0513032957724679,0.5297619047619048,515406.7241633827,464103.4283909148,1.110542807128878,-0.1165421817748304,1000000.0,1051303.2957724684,False,,0.44021224754132643
TATN,199,98450.585404559,0.098450585404559,0.5175879396984925,566214.8488552251,467764.2634506661,1.2104705149519024,-0.0496659772286226,1000000.0,1098450.585404559,False,,1.982254068038789
CHMF,285,-22458.9968969594,-0.0224589968969594,0.5017543859649123,687258.2593780082,709717.2562749676,0.9683550080001746,-0.1670606210024622,1000000.0,977541.0031030409,False,,-0.13443621101245873
SNGS,285,276003.8355149558,0.2760038355149558,0.5368421052631579,1076895.7088464964,800891.8733315405,1.344620596993747,-0.0685024112378422,1000000.0,1276003.8355149557,False,,4.029111246269318
PIKK,379,-84001.24930235506,-0.084001249302355,0.4643799472295514,935636.4878814032,1019637.7371837584,0.9176165747509828,-0.1763131193967189,1000000.0,915998.750697645,True,2025-07-18 21:00:00+00:00,-0.4764322109992583
PLZL,259,32959.78906194764,0.0329597890619476,0.5366795366795367,700312.2539643643,667352.4649024166,1.0493888773854567,-0.073783200421362,1000000.0,1032959.789061948,False,,0.4467112957112248
MGNT,225,96441.84839361205,0.096441848393612,0.5288888888888889,678495.7397447397,582053.8913511276,1.165692300707312,-0.0539964115756094,1000000.0,1096441.8483936123,True,2025-03-05 21:30:00+00:00,1.7860788444907612
VKCO,440,-17418.55596808315,-0.0174185559680831,0.4772727272727273,1183465.513011965,1200884.0689800482,0.9854952227129824,-0.1129098848389135,1000000.0,982581.4440319173,False,,-0.15426953975671695
OZON,244,59443.18738407215,0.0594431873840721,0.4959016393442623,744282.8180971169,684839.6307130448,1.086798696684917,-0.1055718567314344,1000000.0,1059443.1873840715,False,,0.5630590313031094
