symbol,trades,total_pnl,total_return,win_rate,gross_profit,gross_loss,pf,max_drawdown,equity0,equity_final,circuit_breaker_hit,circuit_breaker_time,entry_ai_mode,entry_ai_threshold,entry_ai_top_pct,entry_ai_trend_mode,entry_ai_trend_threshold,entry_ai_trend_top_pct,entry_ai_trend_slope_k,entry_ai_signal_bars,entry_ai_trend_bars,entry_ai_allowed,entry_ai_blocked
SBER,29,39577.930459662144,0.039577930459662146,0.5517241379310345,104523.53009248537,64945.599632823214,1.6094012632637185,-0.013951000000000005,1000000.0,1039577.9304596618,False,,top_pct,0.5175262663723912,0.12,off,,0.3,0.00025,298,0,36,262
GAZP,43,-1582.6458361457458,-0.0015826458361457457,0.5348837209302325,101953.04469055029,103535.69052669604,0.9847140070434197,-0.023062029868449612,1000000.0,998417.354163854,False,,top_pct,0.5177657953181579,0.12,off,,0.3,0.00025,548,0,66,482
LKOH,31,14962.702111876974,0.014962702111876974,0.5806451612903226,79164.69458525332,64201.99247337635,1.233056662814348,-0.03243450114395363,1000000.0,1014962.7021118768,False,,top_pct,0.5170263218644973,0.12,off,,0.3,0.00025,397,0,48,349
GMKN,44,86596.06159762728,0.08659606159762728,0.6363636363636364,167109.59395393502,80513.53235630774,2.0755466697747367,-0.01542190505183197,1000000.0,1086596.0615976271,False,,top_pct,0.5193778637743913,0.12,off,,0.3,0.00025,689,0,83,606
YNDX,30,25319.264429456827,0.02531926442945683,0.5,96481.97945056505,71162.71502110822,1.3557939634813914,-0.03559228560277393,1000000.0,1025319.2644294568,False,,top_pct,0.5173922495248957,0.12,off,,0.3,0.00025,318,0,39,279
ROSN,30,23490.808561695478,0.023490808561695477,0.6333333333333333,92387.72365757605,68896.91509588057,1.3409558835690165,-0.03955182985977803,1000000.0,1023490.8085616957,False,,top_pct,0.5215751086670308,0.12,off,,0.3,0.00025,554,0,69,485
NVTK,56,35740.24010484909,0.03574024010484909,0.5357142857142857,171305.51504276707,135565.274937918,1.2636386059867932,-0.035969159929476587,1000000.0,1035740.2401048495,False,,top_pct,0.5192464916868124,0.12,off,,0.3,0.00025,865,0,105,760
NLMK,51,-40390.11956621082,-0.04039011956621082,0.47058823529411764,112954.53009665289,153344.6496628637,0.7366056158137202,-0.0728957815019484,1000000.0,959609.8804337892,False,,top_pct,0.5190601593793108,0.12,off,,0.3,0.00025,717,0,86,631
MTSS,23,41871.90902362904,0.04187190902362904,0.6956521739130435,77656.78443496555,35784.875411336514,2.170100735082179,-0.016685416739225876,1000000.0,1041871.9090236289,False,,top_pct,0.5201267891491709,0.12,off,,0.3,0.00025,398,0,50,348
TATN,38,-40839.79753339573,-0.04083979753339573,0.42105263157894735,79342.84061173776,120182.63814513349,0.6601855462344131,-0.05864016751176306,1000000.0,959160.2024666042,False,,top_pct,0.5195777900852209,0.12,off,,0.3,0.00025,536,0,68,468
CHMF,49,51823.67328196079,0.051823673281960796,0.5918367346938775,157691.02570616244,105867.35242420166,1.4895151535886875,-0.021433040931418717,1000000.0,1051823.673281961,False,,top_pct,0.5200769547694275,0.12,off,,0.3,0.00025,792,0,97,695
SNGS,41,106958.96316499477,0.10695896316499477,0.6829268292682927,182316.58121018164,75357.61804518687,2.4193516984687427,-0.01749829697978928,1000000.0,1106958.9631649947,False,,top_pct,0.5187855786950976,0.12,off,,0.3,0.00025,656,0,81,575
PIKK,55,19431.06028433606,0.01943106028433606,0.509090909090909,174250.76400969966,154819.7037253636,1.1255076699979032,-0.039213097549807834,1000000.0,1019431.0602843356,False,,top_pct,0.5188838687461012,0.12,off,,0.3,0.00025,1164,0,140,1024
PLZL,37,-5220.982625088588,-0.005220982625088588,0.5675675675675675,99486.8411160723,104707.8237411609,0.9501376073100809,-0.036520586276674864,1000000.0,994779.0173749113,False,,top_pct,0.5191573762353986,0.12,off,,0.3,0.00025,738,0,89,649
MGNT,36,22618.64129964637,0.02261864129964637,0.5555555555555556,108481.01799200801,85862.37669236165,1.2634290147905785,-0.029856774132170492,1000000.0,1022618.6412996465,False,,top_pct,0.5187184668543052,0.12,off,,0.3,0.00025,542,0,65,477
VKCO,77,11080.377817386698,0.011080377817386697,0.4935064935064935,234597.2338028386,223516.8559854519,1.0495728958271848,-0.0552852985120244,1000000.0,1011080.3778173863,False,,top_pct,0.5170408600805563,0.12,off,,0.3,0.00025,1361,0,164,1197
OZON,57,16692.74729656648,0.016692747296566477,0.5263157894736842,165174.8363817214,148482.0890851549,1.1124226322475377,-0.03348003272286242,1000000.0,1016692.7472965665,False,,top_pct,0.514594321479098,0.12,off,,0.3,0.00025,539,0,65,474
