symbol,trades,total_pnl,total_return,win_rate,gross_profit,gross_loss,pf,max_drawdown,equity0,equity_final,circuit_breaker_hit,circuit_breaker_time,entry_ai_mode,entry_ai_threshold,entry_ai_top_pct,entry_ai_trend_mode,entry_ai_trend_threshold,entry_ai_trend_top_pct,entry_ai_trend_slope_k,entry_ai_signal_bars,entry_ai_trend_bars,entry_ai_allowed,entry_ai_blocked
SBER,57,45597.4918196885,0.045597491819688495,0.5614035087719298,161716.52259584444,116119.03077615594,1.3926788874735558,-0.020130374000154213,1000000.0,1045597.4918196887,False,,top_pct,0.5287877591952959,0.3,off,,0.3,0.00025,298,0,90,208
GAZP,95,6441.158391769134,0.006441158391769134,0.5052631578947369,246151.86583541153,239710.7074436424,1.0268705493403272,-0.04945179717656859,1000000.0,1006441.1583917689,False,,top_pct,0.5301580092557604,0.3,off,,0.3,0.00025,548,0,165,383
LKOH,62,-14154.708081517685,-0.014154708081517685,0.4838709677419355,129172.22356105596,143326.93164257365,0.9012418118541987,-0.038594605455105575,1000000.0,985845.2919184824,False,,top_pct,0.537377364031488,0.3,off,,0.3,0.00025,397,0,119,278
GMKN,109,105151.9496814185,0.1051519496814185,0.5412844036697247,361457.5861868988,256305.63650548033,1.4102599970686565,-0.02910632886892018,1000000.0,1105151.949681418,False,,top_pct,0.5328600970669538,0.3,off,,0.3,0.00025,689,0,207,482
YNDX,63,-58566.17383525688,-0.05856617383525688,0.3968253968253968,128386.72897374818,186952.90280900506,0.6867330062529744,-0.09593524441302768,1000000.0,941433.8261647433,False,,top_pct,0.5398182278017821,0.3,off,,0.3,0.00025,318,0,96,222
ROSN,85,55447.96109375587,0.05544796109375587,0.6,273972.394945962,218524.43385220616,1.2537380379681329,-0.04577734446505351,1000000.0,1055447.9610937557,False,,top_pct,0.5405163733445312,0.3,off,,0.3,0.00025,554,0,166,388
NVTK,143,9889.802870328474,0.009889802870328474,0.5174825174825175,371850.0864861613,361960.2836158328,1.0273228951296354,-0.0666050175614017,1000000.0,1009889.8028703284,False,,top_pct,0.5401510060641647,0.3,off,,0.3,0.00025,865,0,260,605
NLMK,128,-116789.77353114422,-0.11678977353114423,0.4296875,236797.4938371856,353587.2673683298,0.6697002853061308,-0.14426812901778374,1000000.0,883210.2264688556,False,,top_pct,0.5352419422425938,0.3,off,,0.3,0.00025,717,0,215,502
MTSS,60,78992.3106462512,0.07899231064625119,0.55,201060.82801835355,122068.51737210236,1.647114525078226,-0.024617477157497812,1000000.0,1078992.3106462515,False,,top_pct,0.5405062715500943,0.3,off,,0.3,0.00025,398,0,120,278
TATN,86,58723.86371112946,0.05872386371112946,0.5697674418604651,246421.9244820508,187698.06077092132,1.3128634545819833,-0.03237743536743395,1000000.0,1058723.8637111299,False,,top_pct,0.5373784546364966,0.3,off,,0.3,0.00025,536,0,161,375
CHMF,121,10162.49290065037,0.01016249290065037,0.5206611570247934,294071.877128121,283909.3842274706,1.035794846754724,-0.06718497160810671,1000000.0,1010162.4929006501,False,,top_pct,0.5434384713329409,0.3,off,,0.3,0.00025,792,0,238,554
SNGS,124,191964.13748475202,0.19196413748475202,0.5725806451612904,449591.8406721802,257627.70318742815,1.7451222640644943,-0.026610272599688373,1000000.0,1191964.137484752,False,,top_pct,0.5321981654756865,0.3,off,,0.3,0.00025,656,0,197,459
PIKK,174,-28951.619961609118,-0.028951619961609117,0.4827586206896552,422387.5451567648,451339.1651183739,0.9358539603935859,-0.0728551856442115,1000000.0,971048.3800383911,False,,top_pct,0.5335865990165857,0.3,off,,0.3,0.00025,1164,0,349,815
PLZL,102,23258.88607490379,0.023258886074903787,0.5294117647058824,261475.2812409285,238216.3951660247,1.097637637655853,-0.05071563395376465,1000000.0,1023258.8860749038,False,,top_pct,0.541497756139687,0.3,off,,0.3,0.00025,738,0,222,516
MGNT,89,26223.981035767185,0.026223981035767185,0.550561797752809,242409.70065793893,216185.71962217175,1.1213030216870887,-0.044109423327170084,1000000.0,1026223.9810357668,False,,top_pct,0.5353968716317582,0.3,off,,0.3,0.00025,542,0,163,379
VKCO,189,-12729.593350886225,-0.012729593350886225,0.4603174603174603,464026.386016616,476755.9793675022,0.9732995622461323,-0.07991869163824619,1000000.0,987270.4066491148,False,,top_pct,0.5338362805035435,0.3,off,,0.3,0.00025,1361,0,409,952
OZON,104,-3103.011255178987,-0.003103011255178987,0.46153846153846156,239461.9479661948,242564.9592213738,0.9872075040634906,-0.08871306265495124,1000000.0,996896.9887448214,False,,top_pct,0.5367704763769853,0.3,off,,0.3,0.00025,539,0,162,377
